SYMBOL	ENTREZID	ST.1	ST.4	ST.5	ST.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
CHURC1-FNTB	100529261	6.24056	11.7133	5.16571	6.37074	NA	NA	NA	NA
CIAO1	9391	36.4603	32.4691	34.0509	36.4702	NA	NA	NA	NA
CIAPIN1	57019	49.9783	41.6303	39.1319	49.6673	NA	NA	NA	NA
CIAPIN1P	728599	0.398835	0.344009	0.527481	0.692957	NA	NA	NA	NA
CIB1	10519	20.503	14.26	12.3054	14.5334	NA	NA	NA	NA
CIB2	10518	11.9555	18.4299	21.5608	9.70053	NA	NA	NA	NA
CIC	23152	27.2509	35.6453	33.2533	23.8611	cerebral-cortex	glial-cells	High	Approved
CICP14	100130600	2.28122	3.0556	2.67299	2.13149	NA	NA	NA	NA
CICP16	100420203	0.75073	1.09206	1.14433	1.46743	NA	NA	NA	NA
CIDEB	27141	10.1481	5.56978	7.13024	4.06076	NA	NA	NA	NA
CIITA	4261	12.7182	6.67112	4.56256	11.4201	cerebral-cortex	glial-cells	Low	Enhanced
CILP2	148113	0.0606781	0.841542	0.316406	0.084322	NA	NA	NA	NA
CINP	51550	26.2074	32.7376	26.2353	27.1205	NA	NA	NA	NA
CIPC	85457	9.50329	8.2116	8.71123	8.3513	NA	NA	NA	NA
CIR1	9541	16.5119	16.2037	16.6154	17.786	NA	NA	NA	NA
CIR1P1	100131740	1.35364	0.431097	1.23943	1.02511	NA	NA	NA	NA
CIR1P2	100131828	0.467781	0.132047	0.385666	0.221643	NA	NA	NA	NA
CIRBP	1153	259.594	236.874	239.081	187.986	NA	NA	NA	NA
CIRBP-AS1	148046	10.1178	13.4931	15.1828	7.935	NA	NA	NA	NA
CISD1	55847	19.6278	15.8112	20.6888	22.3648	NA	NA	NA	NA
CISD2	493856	12.8346	12.0694	11.7227	12.2323	cerebral-cortex	glial-cells	Medium	Approved
CISD3	284106	1.50871	3.61818	4.2274	1.01859	NA	NA	NA	NA
CISH	1154	0.553308	1.00864	0.476419	0.457244	NA	NA	NA	NA
CIT	11113	16.2215	30.7993	21.3022	8.0699	NA	NA	NA	NA
CITED1	4435	26.352	81.4791	143.819	32.6384	NA	NA	NA	NA
CITED2	10370	25.4268	30.4262	14.1547	14.8109	cerebral-cortex	glial-cells	Medium	Supported
CITED4	163732	2.76249	2.12141	1.76787	1.26435	NA	NA	NA	NA
CIZ1	25792	66.5679	81.86	77.0987	78.0013	NA	NA	NA	NA
CKAP2	26586	56.9294	59.5916	74.7807	44.6523	NA	NA	NA	NA
CKAP2L	150468	6.35184	17.5241	18.5442	8.01466	NA	NA	NA	NA
CKAP4	10970	41.3819	34.4709	34.4253	39.528	NA	NA	NA	NA
CKAP5	9793	93.2847	111.482	102.931	84.8508	cerebral-cortex	glial-cells	Medium	Supported
CKB	1152	895.859	1036.76	649.489	340.058	cerebral-cortex	glial-cells	Medium	Enhanced
CKLF	51192	23.9564	12.3328	20.7916	20.9596	NA	NA	NA	NA
CKLF-CMTM1	100529251	3.6627	2.03305	3.18858	2.78549	NA	NA	NA	NA
CKM	1158	0.166623	0.0689844	0.0755556	0.192987	NA	NA	NA	NA
CKMT2	1160	1.716	1.9606	3.81893	2.01404	NA	NA	NA	NA
CKMT2-AS1	100131067	6.41993	5.92626	5.57037	4.23127	NA	NA	NA	NA
CKS1BP5	100526793	0.61099	1.2648	0.692637	0.353832	NA	NA	NA	NA
CKS1BP6	652904	2.67999	0.92463	1.01271	0	NA	NA	NA	NA
CKS1BP7	137529	1.90636	1.97315	1.08055	2.75998	NA	NA	NA	NA
CKS2	1164	43.3473	56.9361	55.4159	34.3119	cerebral-cortex	glial-cells	High	Approved
CLASP1	23332	41.5848	50.6191	51.5601	37.5536	NA	NA	NA	NA
CLASP2	23122	123.833	107.027	110.568	135.264	NA	NA	NA	NA
CLASRP	11129	27.3139	41.1823	42.2632	35.1479	cerebral-cortex	glial-cells	Medium	Approved
CLCC1	23155	31.7218	26.881	29.5797	30.8853	cerebral-cortex	glial-cells	Medium	Enhanced
CLCF1	23529	0.833434	0.886419	1.4231	0.366067	NA	NA	NA	NA
CLCN2	1181	6.76378	10.3391	8.88731	7.03549	cerebral-cortex	glial-cells	Low	Approved
CLCN3	1182	103.644	83.221	97.9378	136.114	cerebral-cortex	glial-cells	Low	Approved
CLCN4	1183	10.0067	4.40358	4.30787	11.3428	NA	NA	NA	NA
CLCN6	1185	6.95905	11.3612	12.8659	12.3628	cerebral-cortex	glial-cells	Medium	Approved
CLCN7	1186	25.4464	19.7449	18.985	17.6394	cerebral-cortex	glial-cells	Medium	Supported
CLCP1	266626	1.29704	1.611	1.76445	0.450707	NA	NA	NA	NA
CLCP2	100128145	0.441265	0.228363	0.500232	0.255542	NA	NA	NA	NA
CLDN10	9071	3.67033	8.19765	6.44045	2.31279	NA	NA	NA	NA
CLDN11	5010	1.52516	0.306671	0.25445	0.438763	cerebral-cortex	glial-cells	Medium	Enhanced
CLDN12	9069	12.4306	10.3504	9.95815	12.2172	cerebral-cortex	glial-cells	Low	Approved
CLDN15	24146	3.46207	2.16392	2.55127	5.52115	NA	NA	NA	NA
CLDN18	51208	0.872959	0.561441	0.497239	0.457148	NA	NA	NA	NA
CLDN20	49861	1.05902	0.896828	1.25512	0.223017	NA	NA	NA	NA
CLDN24	100132463	0	0.217442	0.595418	0.0608307	NA	NA	NA	NA
CLDN5	7122	0.155613	0.773087	1.09373	0.0360465	NA	NA	NA	NA
CLDN6	9074	0.124627	0.331198	0.211248	0.58707	NA	NA	NA	NA
CLDN7	1366	0.340498	0.326692	0.480864	0.251465	NA	NA	NA	NA
CLDND1	56650	90.5371	68.3839	77.4721	106.382	cerebral-cortex	glial-cells	Low	Approved
CLDND2	125875	0.251094	0.66013	1.87426	0.353194	NA	NA	NA	NA
CLEC11A	6320	3.54548	2.96875	2.8451	2.00714	NA	NA	NA	NA
CLEC16A	23274	16.3383	12.2598	12.231	13.2104	NA	NA	NA	NA
CLEC18B	497190	1.24806	1.07636	2.03665	1.1369	NA	NA	NA	NA
CLEC18C	283971	0.174828	0.785259	0.67817	0.101192	NA	NA	NA	NA
CLEC19A	728276	55.4114	9.65779	2.19506	4.02235	NA	NA	NA	NA
CLEC2B	9976	0	0.184659	0.202249	0.206635	NA	NA	NA	NA
CLEC2D	29121	11.3576	15.5919	16.3233	24.6858	NA	NA	NA	NA
CLEC3B	7123	0.198058	0.410027	0.29937	0.277008	NA	NA	NA	NA
CLEC4A	50856	0.977601	0.316152	0.785049	0.989053	NA	NA	NA	NA
CLGN	1047	2.0681	7.48854	5.38004	3.02869	NA	NA	NA	NA
CLHC1	130162	19.7966	19.1972	18.8977	20.0267	NA	NA	NA	NA
CLIC1P1	390363	7.70128	5.57018	5.1541	4.2987	NA	NA	NA	NA
CLIC3	9022	0.18277	0.342939	0.463834	0.105848	NA	NA	NA	NA
CLIC4	25932	52.3311	69.4253	63.5992	86.1111	NA	NA	NA	NA
CLINT1	9685	31.0803	32.8507	31.7269	38.9216	cerebral-cortex	glial-cells	Medium	Supported
CLIP1	6249	27.1225	37.7276	37.1119	30.9618	cerebral-cortex	glial-cells	Low	Approved
CLIP2	7461	0.437891	0.793335	0	0.598285	cerebral-cortex	glial-cells	High	Enhanced
CLIP3	25999	6.65162	6.16726	8.50529	3.98266	NA	NA	NA	NA
CLIP4	79745	9.23376	9.42123	9.22138	9.77439	NA	NA	NA	NA
CLK1	1195	50.6372	71.1878	70.7487	67.557	cerebral-cortex	glial-cells	Medium	Approved
CLK3	1198	28.7862	38.9179	39.076	34.3416	NA	NA	NA	NA
CLK4	57396	24.7689	33.0057	38.0048	36.0054	NA	NA	NA	NA
CLMN	79789	1.1632	1.6161	1.48434	0.575841	NA	NA	NA	NA
CLMP	79827	0.684844	1.78909	0.773275	2.10336	NA	NA	NA	NA
CLN5	1203	13.8686	9.31563	10.4353	10.5561	cerebral-cortex	glial-cells	High	Approved
CLN6	54982	1.84936	4.99724	4.64965	2.25761	NA	NA	NA	NA
CLN8	2055	22.3241	13.45	11.86	20.9991	NA	NA	NA	NA
CLNS1A	1207	206.917	163.272	155.689	165.139	NA	NA	NA	NA
CLOCK	9575	14.2153	13.4164	16.6526	16.4522	cerebral-cortex	glial-cells	Low	Supported
CLP1	10978	9.07932	6.77023	7.09028	7.12015	cerebral-cortex	glial-cells	High	Supported
CLPB	81570	20.1543	18.8816	14.86	23.253	NA	NA	NA	NA
CLPP	8192	61.3264	65.9293	54.3698	68.8408	cerebral-cortex	glial-cells	Low	Supported
CLPTM1	1209	72.9817	60.5531	46.659	58.5304	cerebral-cortex	glial-cells	High	Approved
CLPTM1L	81037	44.966	46.4935	40.3565	48.7079	NA	NA	NA	NA
CLPX	10845	62.85	52.7919	48.7228	68.7303	cerebral-cortex	glial-cells	Medium	Approved
CLSPN	63967	7.49246	12.0475	13.8821	5.35145	NA	NA	NA	NA
CLSTN1	22883	58.8088	48.8754	49.6141	49.772	cerebral-cortex	glial-cells	Low	Enhanced
CLSTN2	64084	0.198211	0.865753	0.124879	0.231178	NA	NA	NA	NA
CLSTN3	9746	30.7998	33.5567	25.5713	28.1999	NA	NA	NA	NA
CLTA	1211	123.328	50.9401	106.794	143.412	NA	NA	NA	NA
CLTB	1212	30.9291	26.8566	28.1513	34.5958	cerebral-cortex	glial-cells	Low	Approved
CLTC	1213	328.849	272.42	270.534	375.274	cerebral-cortex	glial-cells	Medium	Approved
CLU	1191	12276.2	6127.75	5055.19	4868.89	NA	NA	NA	NA
CLUAP1	23059	35.0707	36.4895	28.1257	32.7986	NA	NA	NA	NA
CLUH	23277	27.3299	49.6577	53.4498	28.843	NA	NA	NA	NA
CLUHP3	100132341	4.68452	5.73206	4.78887	5.80294	NA	NA	NA	NA
CLUL1	27098	0.490157	1.16298	0.631414	0.964421	NA	NA	NA	NA
CLVS1	157807	0.623469	0.745519	0.692177	0.709362	NA	NA	NA	NA
CLVS2	134829	3.05479	10.627	6.27278	2.7239	NA	NA	NA	NA
CLYBL	171425	6.9314	2.54494	0.928896	3.51323	cerebral-cortex	glial-cells	Medium	Enhanced
CMA1	1215	0.395578	0.409483	0.127347	0.248863	NA	NA	NA	NA
CMAHP	8418	0	0.125708	0.111495	0.155045	NA	NA	NA	NA
CMAS	55907	17.3188	23.9206	23.0832	26.2832	cerebral-cortex	glial-cells	High	Supported
CMBL	134147	5.76997	5.38555	4.07814	4.3665	NA	NA	NA	NA
CMC1	152100	5.2687	3.33455	4.08788	9.17953	cerebral-cortex	glial-cells	Low	Approved
CMC2	56942	19.3873	23.872	25.3872	20.3885	NA	NA	NA	NA
CMIP	80790	4.83727	10.7907	7.08874	6.01354	NA	NA	NA	NA
CMPK1	51727	57.1279	55.9284	58.8161	62.8039	NA	NA	NA	NA
CMPK2	129607	2.07118	1.16223	1.07534	2.98918	NA	NA	NA	NA
CMSS1	84319	14.5485	19.6697	19.5328	22.2327	NA	NA	NA	NA
CMTM1	113540	13.6197	18.2524	11.4157	10.826	NA	NA	NA	NA
CMTM2	146225	0.383704	0.321835	0.234891	0.205276	NA	NA	NA	NA
CMTM3	123920	27.7125	26.2151	33.3327	21.7544	cerebral-cortex	glial-cells	High	Approved
CMTM4	146223	23.2789	11.9005	14.2146	18.3004	cerebral-cortex	glial-cells	Low	Enhanced
CMTM5	116173	0.27771	3.27671	1.35953	0.277722	NA	NA	NA	NA
CMTM6	54918	19.7677	17.2465	18.8033	19.4238	cerebral-cortex	glial-cells	Low	Approved
CMTM7	112616	0.0260194	0	0.0299427	0.0970719	NA	NA	NA	NA
CMTR1	23070	17.2659	21.8251	22.9045	15.0872	cerebral-cortex	glial-cells	Low	Enhanced
CMTR2	55783	20.7745	15.4288	18.2251	19.0603	NA	NA	NA	NA
CMYA5	202333	0.621372	0.131154	0.216066	0.30043	NA	NA	NA	NA
CNBD2	140894	0.181759	0.390525	0.221743	0.157962	NA	NA	NA	NA
CNBP	7555	122.572	130.051	132.612	147.172	NA	NA	NA	NA
CNDP1	84735	0.0370122	0.279138	0.422208	0.278047	cerebral-cortex	glial-cells	Low	Enhanced
CNDP2	55748	91.4786	73.3226	83.0359	75.4884	cerebral-cortex	glial-cells	Low	Enhanced
CNEP1R1	255919	13.7068	12.5924	11.11	13.8665	NA	NA	NA	NA
CNFN	84518	0.301453	0.312015	0.341736	0	NA	NA	NA	NA
CNGA3	1261	10.4904	10.7346	17.1272	8.77926	NA	NA	NA	NA
CNIH1	10175	41.3705	33.0572	34.1073	37.8662	cerebral-cortex	glial-cells	Medium	Approved
CNIH2	254263	23.3574	10.2198	10.9838	10.9803	NA	NA	NA	NA
CNIH3	149111	3.37975	3.18669	3.18675	4.47607	NA	NA	NA	NA
CNIH4	29097	19.8093	28.0367	24.4652	26.3956	NA	NA	NA	NA
CNKSR1	10256	0.279697	0.306396	0.291432	0.623704	NA	NA	NA	NA
CNKSR2	22866	10.5671	20.1821	18.435	17.1105	NA	NA	NA	NA
CNKSR3	154043	5.12337	3.47674	5.34865	7.26187	cerebral-cortex	glial-cells	Low	Approved
CNN1	1264	0.255974	1.54615	1.01794	0.994166	NA	NA	NA	NA
CNN2	1265	29.409	64.643	47.1915	24.6528	NA	NA	NA	NA
CNN2P1	646467	0	0.280193	0.230163	0.58789	NA	NA	NA	NA
CNN2P9	441166	0.205613	0.212817	0.310785	0.317527	NA	NA	NA	NA
CNN3	1266	1128.72	806.203	898.555	1083.08	cerebral-cortex	glial-cells	Low	Enhanced
CNNM2	54805	2.88386	2.20157	3.0326	5.77662	NA	NA	NA	NA
CNNM3	26505	13.7236	17.7261	14.8294	10.8319	cerebral-cortex	glial-cells	Low	Supported
CNNM4	26504	2.68075	3.19719	3.34294	4.00584	cerebral-cortex	glial-cells	Medium	Enhanced
CNOT1	23019	85.13	93.9005	87.7038	91.1225	cerebral-cortex	glial-cells	Medium	Approved
CNOT10	25904	23.1022	21.961	22.8917	18.4992	cerebral-cortex	glial-cells	Medium	Approved
CNOT10-AS1	100874109	0.366321	1.32705	1.24582	1.37892	NA	NA	NA	NA
CNOT11	55571	32.9457	24.0162	25.2129	22.6394	NA	NA	NA	NA
CNOT2	4848	91.2616	116.234	99.1144	113.097	cerebral-cortex	glial-cells	Low	Approved
CNOT4	4850	10.8242	11.6469	11.7353	12.6701	cerebral-cortex	glial-cells	High	Approved
CNOT6	57472	9.44299	14.432	16.3044	13.0518	NA	NA	NA	NA
CNOT6L	246175	6.59644	6.57751	8.19433	4.5369	NA	NA	NA	NA
CNOT6LP1	729530	0.699792	1.77059	1.27813	0.833036	NA	NA	NA	NA
CNOT7	29883	111.405	133.145	125.603	144.658	NA	NA	NA	NA
CNOT7P1	100421338	0.596317	1.00297	1.18301	0.604335	NA	NA	NA	NA
CNOT8	9337	51.3854	55.4076	62.7449	64.3173	cerebral-cortex	glial-cells	High	Approved
CNP	1267	0.163043	0.306768	0.268392	0.397154	cerebral-cortex	glial-cells	Medium	Enhanced
CNPPD1	27013	21.1871	15.226	15.1359	17.7876	NA	NA	NA	NA
CNPY1	285888	2.02374	0.139928	0	16.0514	NA	NA	NA	NA
CNPY2	10330	83.3215	74.4551	83.8793	99.9743	cerebral-cortex	glial-cells	Medium	Supported
CNPY3	10695	37.2491	29.2666	29.1655	30.004	NA	NA	NA	NA
CNPY4	245812	31.1994	20.2032	25.6085	30.1062	NA	NA	NA	NA
CNR1	1268	10.2814	11.1739	16.5771	28.984	NA	NA	NA	NA
CNRIP1	25927	4.57053	5.39139	9.00697	4.81582	NA	NA	NA	NA
CNST	163882	4.92274	9.58883	8.55999	6.99423	cerebral-cortex	glial-cells	Low	Approved
CNTD1	124817	0.541767	1.07256	0.782309	0.554458	NA	NA	NA	NA
CNTD2	79935	0.0613274	0.263441	0.442102	0.230846	NA	NA	NA	NA
CNTF	1270	3.40969	2.22909	1.55862	3.1154	NA	NA	NA	NA
CNTFR	1271	14.8381	29.1992	16.6333	15.393	cerebral-cortex	glial-cells	Low	Approved
CNTFR-AS1	415056	0.351119	3.60269	4.33221	1.08569	NA	NA	NA	NA
CNTLN	54875	10.2109	10.5725	13.0747	6.58469	NA	NA	NA	NA
CNTN1	1272	0.553013	7.82742	0.672719	4.41115	NA	NA	NA	NA
CNTN2	6900	0.142355	4.1992	1.56114	0.375961	NA	NA	NA	NA
CNTN3	5067	2.52486	3.3062	1.63718	4.47643	NA	NA	NA	NA
CNTN4	152330	0.416536	1.08149	1.7935	3.77975	NA	NA	NA	NA
CNTN6	27255	0.53211	0.425907	0.871441	1.20804	NA	NA	NA	NA
CNTNAP1	8506	14.6749	7.51041	8.6424	7.06297	NA	NA	NA	NA
CNTNAP2	26047	7.4213	10.0145	7.15715	12.1991	NA	NA	NA	NA
CNTNAP3	79937	4.95435	0.905693	3.90555	2.82565	NA	NA	NA	NA
CNTNAP3B	728577	1.49862	1.26315	2.95416	1.34802	NA	NA	NA	NA
CNTNAP4	85445	0	0.560545	0.141124	0.286993	cerebral-cortex	glial-cells	Low	Enhanced
CNTNAP5	129684	0	0.426749	0.0108207	0.559902	NA	NA	NA	NA
CNTRL	11064	12.2675	19.0417	18.441	10.1763	cerebral-cortex	glial-cells	Low	Approved
CNTROB	116840	15.444	32.5793	27.0914	18.5313	cerebral-cortex	glial-cells	Medium	Approved
COA1	55744	25.1122	29.3891	33.1869	23.3579	NA	NA	NA	NA
COA3	28958	52.86	46.4468	37.9904	50.0478	cerebral-cortex	glial-cells	Medium	Approved
COA4	51287	39.0096	32.2233	31.2762	39.0588	NA	NA	NA	NA
COA5	493753	37.2108	37.6704	38.6491	39.8823	NA	NA	NA	NA
COA6	388753	10.7082	9.70552	9.94854	9.27829	cerebral-cortex	glial-cells	Low	Approved
COA7	65260	5.32872	6.51578	4.76814	4.97875	NA	NA	NA	NA
COASY	80347	12.6196	14.1218	8.32866	13.078	cerebral-cortex	glial-cells	Low	Approved
COBL	23242	6.10818	4.81217	6.61022	2.26932	cerebral-cortex	glial-cells	Low	Enhanced
COBLL1	22837	6.25961	3.97321	8.64492	4.93523	NA	NA	NA	NA
COCH	1690	13.3784	9.81085	11.785	4.80622	NA	NA	NA	NA
COG1	9382	18.5526	17.5279	16.6311	15.9335	cerebral-cortex	glial-cells	Medium	Supported
COG2	22796	13.8189	18.7458	17.0911	15.2181	NA	NA	NA	NA
COG3	83548	15.2279	12.6102	10.5665	13.9731	cerebral-cortex	glial-cells	Medium	Approved
COG4	25839	29.561	23.7898	24.0882	25.6591	cerebral-cortex	glial-cells	Medium	Approved
COG5	10466	37.3801	39.1584	50.0584	43.0948	NA	NA	NA	NA
COG6	57511	21.7708	20.1586	23.9401	20.7645	NA	NA	NA	NA
COG7	91949	12.5403	12.2214	8.69225	9.75772	NA	NA	NA	NA
COG8	84342	24.7055	21.6845	20.4958	19.2773	cerebral-cortex	glial-cells	Medium	Approved
COIL	8161	10.5692	11.1148	9.40163	12.7113	NA	NA	NA	NA
COL10A1	1300	0.0441479	0.235935	1.1011	0.054592	NA	NA	NA	NA
COL11A1	1301	306.992	97.1175	198.431	305.114	NA	NA	NA	NA
COL12A1	1303	3.40565	9.55169	0.825236	3.03867	NA	NA	NA	NA
COL14A1	7373	3.40395	1.0993	0.84427	2.57297	NA	NA	NA	NA
COL16A1	1307	2.06653	9.47363	12.7202	6.55857	NA	NA	NA	NA
COL17A1	1308	0.420981	0.298532	0.295756	0.250413	NA	NA	NA	NA
COL18A1	80781	6.94478	2.99313	1.24318	3.66847	NA	NA	NA	NA
COL19A1	1310	0.0241342	0.0520713	0.0364832	0.686167	NA	NA	NA	NA
COL1A1	1277	2.69428	72.6134	1.39529	12.9107	cerebral-cortex	glial-cells	Medium	Approved
COL1A2	1278	3.30953	69.9845	2.34563	16.9584	cerebral-cortex	glial-cells	Medium	Approved
COL20A1	57642	0.0483274	0.274052	0.0276902	0.205746	NA	NA	NA	NA
COL21A1	81578	1.33412	0.696071	0.17962	2.08679	NA	NA	NA	NA
COL22A1	169044	10.6865	0.134879	9.51963	6.38	NA	NA	NA	NA
COL23A1	91522	0.084823	0.382699	0.0576948	0.422449	NA	NA	NA	NA
COL24A1	255631	0.287061	0.128491	0.403228	0.32313	NA	NA	NA	NA
COL25A1	84570	0.414115	0.215469	0.127664	1.04438	NA	NA	NA	NA
COL26A1	136227	65.2055	11.0543	20.543	26.9598	NA	NA	NA	NA
COL27A1	85301	5.96847	3.24404	7.53406	17.7769	NA	NA	NA	NA
COL28A1	340267	1.70849	1.06043	1.23039	0.881277	NA	NA	NA	NA
COL2A1	1280	13.4223	1.09885	2.14475	25.8313	NA	NA	NA	NA
COL3A1	1281	2.557	39.2859	0.514128	12.9073	NA	NA	NA	NA
COL4A1	1282	102.256	69.7005	55.8875	168.137	NA	NA	NA	NA
COL4A2	1284	152.047	131.235	80.9822	224.199	NA	NA	NA	NA
COL4A2-AS1	100874203	0.144811	0.149422	1.15852	0.168895	NA	NA	NA	NA
COL4A2-AS2	100129836	0.146924	0	0.166557	0.19144	NA	NA	NA	NA
COL4A3	1285	0.451904	0.45495	0.636904	0.154489	NA	NA	NA	NA
COL4A5	1287	76.3543	36.6486	87.5923	63.7748	NA	NA	NA	NA
COL4A6	1288	13.1028	4.52688	16.6243	11.1665	NA	NA	NA	NA
COL5A1	1289	12.9722	13.5222	7.4933	9.35409	NA	NA	NA	NA
COL5A2	1290	33.2304	26.5674	16.8069	46.5477	NA	NA	NA	NA
COL5A3	50509	0.552806	2.24923	1.83083	0.578101	NA	NA	NA	NA
COL6A1	1291	69.7875	56.9	47.553	49.4465	NA	NA	NA	NA
COL6A2	1292	10.0392	52.5719	36.7268	50.0294	NA	NA	NA	NA
COL6A3	1293	0.231764	4.12021	0.190366	1.42574	NA	NA	NA	NA
COL6A4P2	646300	0	0.498575	0.385281	0.690091	NA	NA	NA	NA
COL6A6	131873	0.0936379	0.193695	0.185487	0.216463	NA	NA	NA	NA
COL7A1	1294	2.10063	2.66648	3.10815	4.53789	NA	NA	NA	NA
COL8A1	1295	0.563688	5.5342	8.56652	1.78762	NA	NA	NA	NA
COL8A2	1296	1.79168	0.992671	0.426969	0.680661	NA	NA	NA	NA
COL9A1	1297	3.6344	3.18687	6.27862	3.45439	NA	NA	NA	NA
COL9A2	1298	1.50053	3.64192	4.32327	2.88531	NA	NA	NA	NA
COL9A3	1299	7.35551	18.7913	32.6229	9.45154	NA	NA	NA	NA
COLEC11	78989	0	0.499472	0.294785	0.0326309	NA	NA	NA	NA
COLEC12	81035	32.4854	7.99936	10.7175	7.46685	NA	NA	NA	NA
COLGALT1	79709	30.6619	25.8117	20.4613	29.494	NA	NA	NA	NA
COLGALT2	23127	11.6982	11.6312	13.1552	14.7133	cerebral-cortex	glial-cells	High	Approved
COLQ	8292	3.57086	4.18465	4.74553	4.116	NA	NA	NA	NA
COMMD1	150684	19.6208	20.6396	22.2119	19.741	cerebral-cortex	glial-cells	Medium	Approved
COMMD10	51397	17.9155	15.6372	16.8272	19.6701	cerebral-cortex	glial-cells	Low	Approved
COMMD2	51122	46.6071	48.9881	48.8846	49.9631	NA	NA	NA	NA
COMMD3	23412	11.6374	15.9743	11.2493	30.9056	cerebral-cortex	glial-cells	Low	Approved
COMMD3-BMI1	100532731	44.8325	32.8637	26.2101	32.5714	NA	NA	NA	NA
COMMD4	54939	38.5245	34.8864	39.2085	31.6951	NA	NA	NA	NA
COMMD5	28991	14.8396	12.5034	13.4932	11.2247	NA	NA	NA	NA
COMMD6	170622	79.4017	98.0974	88.2388	104.94	NA	NA	NA	NA
COMMD7	149951	22.6368	18.7329	20.6292	19.5371	NA	NA	NA	NA
COMMD8	54951	2.89356	3.07518	2.94343	4.30888	cerebral-cortex	glial-cells	Medium	Approved
COMMD9	29099	74.8038	57.0795	42.504	69.136	NA	NA	NA	NA
COMT	1312	4.89886	49.8144	63.9095	3.60304	cerebral-cortex	glial-cells	Low	Enhanced
COMTD1	118881	2.4916	3.77552	4.0123	3.24978	NA	NA	NA	NA
COPA	1314	78.1789	70.0268	77.8095	81.151	cerebral-cortex	glial-cells	Low	Supported
COPB1	1315	48.8683	51.1984	40.6528	54.2948	cerebral-cortex	glial-cells	Low	Supported
COPB2	9276	78.7112	66.9827	59.0908	73.3896	NA	NA	NA	NA
COPE	11316	327.854	263.34	252.311	385.972	NA	NA	NA	NA
COPG1	22820	40.3138	41.3543	34.6587	44.0917	cerebral-cortex	glial-cells	Medium	Supported
COPRS	55352	44.808	53.8849	54.5038	45.847	cerebral-cortex	glial-cells	Low	Approved
COPS2	9318	27.7604	24.5699	24.9927	30.6411	cerebral-cortex	glial-cells	Medium	Approved
COPS3	8533	67.0085	65.4182	63.6667	78.5251	cerebral-cortex	glial-cells	Medium	Approved
COPS4	51138	73.0139	60.7291	69.1839	89.7177	NA	NA	NA	NA
COPS5	10987	33.5751	22.0756	30.6462	36.2794	cerebral-cortex	glial-cells	High	Supported
COPS6	10980	49.5098	31.2174	32.2078	35.2249	cerebral-cortex	glial-cells	Low	Approved
COPS7A	50813	28.6053	20.0419	22.6657	28.9655	cerebral-cortex	glial-cells	Medium	Supported
COPS7B	64708	17.1291	17.7797	16.7339	19.3936	NA	NA	NA	NA
COPS8	10920	45.6322	36.833	37.1071	46.24	NA	NA	NA	NA
COPS8P2	375350	14.8095	14.8568	11.6228	18.0104	NA	NA	NA	NA
COPZ1	22818	62.9253	51.4383	45.1339	64.2827	NA	NA	NA	NA
COPZ2	51226	6.04388	1.51377	7.33786	3.83161	NA	NA	NA	NA
COQ10A	93058	8.47977	7.95867	9.19904	5.75414	NA	NA	NA	NA
COQ10B	80219	8.79593	7.72054	7.40797	10.6984	NA	NA	NA	NA
COQ10BP2	100421072	0.0928318	0.192149	0.420826	0.268698	NA	NA	NA	NA
COQ2	27235	11.8397	6.47122	7.47801	18.5323	NA	NA	NA	NA
COQ3	51805	4.30445	2.6194	3.28823	3.75881	NA	NA	NA	NA
COQ4	51117	23.8261	20.5185	22.6648	22.9746	cerebral-cortex	glial-cells	Low	Supported
COQ5	84274	25.457	26.6079	12.666	23.0458	NA	NA	NA	NA
COQ6	51004	16.9941	12.5655	11.8052	17.1074	NA	NA	NA	NA
COQ7	10229	32.4707	30.4896	24.1143	30.2982	NA	NA	NA	NA
COQ9	57017	61.9889	51.3416	63.8717	68.5929	NA	NA	NA	NA
CORIN	10699	0.102043	0.178147	0.816829	0.17001	NA	NA	NA	NA
CORO1A	11151	2.03042	9.4872	6.68241	4.76257	cerebral-cortex	glial-cells	Medium	Enhanced
CORO1B	57175	59.057	35.2155	38.2969	50.1261	NA	NA	NA	NA
CORO1C	23603	54.8963	86.5973	77.6189	61.7371	cerebral-cortex	glial-cells	Low	Approved
CORO2B	10391	17.6071	41.7753	35.3213	23.1915	cerebral-cortex	glial-cells	Medium	Enhanced
CORO6	84940	0.210932	0.343193	0.55165	0.142023	NA	NA	NA	NA
CORO7	79585	7.3758	16.8932	11.6146	8.80098	NA	NA	NA	NA
CORT	1325	0.912401	0.54378	0.537315	0.799554	NA	NA	NA	NA
COTL1	23406	30.0713	31.3022	43.5854	30.8985	cerebral-cortex	glial-cells	Low	Enhanced
COX10	1352	4.34786	4.97639	6.82655	7.73264	cerebral-cortex	glial-cells	Medium	Supported
COX10-AS1	100874058	6.19489	6.96425	6.61509	7.47201	NA	NA	NA	NA
COX11	1353	28.4724	26.8772	38.3876	32.1473	NA	NA	NA	NA
COX11P1	140468	0.155901	0	0.173533	0.443244	NA	NA	NA	NA
COX14	84987	20.4893	11.8295	14.7475	18.1822	cerebral-cortex	glial-cells	Low	Approved
COX15	1355	17.2222	13.5169	14.1329	17.8988	NA	NA	NA	NA
COX16	51241	27.951	27.3416	25.7331	32.7607	NA	NA	NA	NA
