SYMBOL	ENTREZID	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
FAM160A2	84067	13.2317	12.5355	16.1035	17.3353	11.815	13.2802	cerebral-cortex	glial-cells	Medium	Approved
FAM160B1	57700	23.7177	24.8303	20.1065	24.3871	25.6588	24.3939	NA	NA	NA	NA
FAM160B2	64760	21.6919	22.7154	22.645	24.8911	24.3697	24.5439	cerebral-cortex	glial-cells	Medium	Approved
FAM161A	84140	0.530607	0.80981	0.522333	1.04353	0.82028	0.547348	NA	NA	NA	NA
FAM161B	145483	2.06326	2.75113	1.92398	2.24322	2.38505	2.43909	cerebral-cortex	glial-cells	Medium	Approved
FAM162A	26355	47.8963	49.4906	66.6354	60.792	53.3929	61.5628	cerebral-cortex	glial-cells	Low	Approved
FAM167A	83648	3.05757	3.27374	1.37654	0.83344	3.21329	3.36666	cerebral-cortex	glial-cells	Low	Approved
FAM167B	84734	0.228881	0.330219	0.405964	0.244502	0.320352	0.217924	NA	NA	NA	NA
FAM168A	23201	15.0114	14.4836	15.4589	15.2311	12.8591	14.2025	NA	NA	NA	NA
FAM168B	130074	52.3151	49.012	51.7762	51.1413	53.2012	48.7831	NA	NA	NA	NA
FAM169A	26049	0.559035	0.161879	0.321346	0.33107	0.525234	0.36467	cerebral-cortex	glial-cells	Low	Enhanced
FAM171A1	221061	19.2967	19.7766	20.8289	21.2915	16.1686	15.6086	cerebral-cortex	glial-cells	Low	Approved
FAM171A2	284069	6.11834	5.65023	5.75664	6.6636	4.44391	4.50703	NA	NA	NA	NA
FAM171B	165215	3.09358	2.408	2.23975	2.5329	3.0958	2.90747	cerebral-cortex	glial-cells	Low	Approved
FAM172A	83989	12.0322	14.5309	16.3069	11.6956	10.5684	14.3728	cerebral-cortex	glial-cells	Medium	Approved
FAM174A	345757	14.5108	14.242	14.6653	17.6421	12.904	9.94602	cerebral-cortex	glial-cells	Low	Approved
FAM174B	400451	1.10672	0.660371	2.261	2.13063	0.485532	0.761809	NA	NA	NA	NA
FAM177A1	283635	103.89	105.564	124.378	130.136	103.336	107.606	NA	NA	NA	NA
FAM177A1P1	728710	0.103125	0.111588	0.245637	0.264391	0.216476	0	NA	NA	NA	NA
FAM183A	440585	0.102001	0.738674	0.364388	1.09386	0.410362	0.558477	NA	NA	NA	NA
FAM185A	222234	0.686146	1.08011	0.872015	0.955543	0.687493	0.948024	NA	NA	NA	NA
FAM185BP	641808	0.217794	0.176753	0	0.279189	0.285774	0.186632	NA	NA	NA	NA
FAM186B	84070	0.259654	0.0722795	0.406545	0.41962	0.450202	0.375476	NA	NA	NA	NA
FAM189A1	23359	0.0933567	0.0772618	0.510197	0.279239	0.0588049	0.0960226	NA	NA	NA	NA
FAM189A2	9413	0.0946872	0.109577	0.506819	0.697127	0.21778	0.0519343	cerebral-cortex	glial-cells	High	Approved
FAM193A	8603	7.45928	7.7554	9.08036	8.08147	9.56125	8.50124	NA	NA	NA	NA
FAM193B	54540	20.3652	18.365	33.6582	24.2453	29.3789	23.6211	cerebral-cortex	glial-cells	High	Approved
FAM200A	221786	2.33445	2.37001	2.01854	2.28309	2.14475	2.21343	NA	NA	NA	NA
FAM200B	285550	51.2096	50.2208	56.7968	57.5602	43.9981	46.8786	NA	NA	NA	NA
FAM204A	63877	28.6992	25.527	24.6201	22.3551	25.5455	26.9128	cerebral-cortex	glial-cells	Low	Approved
FAM204BP	100420875	0.897323	1.03164	0.531579	0.503244	0.0588696	0.704856	NA	NA	NA	NA
FAM207A	85395	8.30534	9.74829	16.133	11.6456	14.9373	12.0739	cerebral-cortex	glial-cells	Medium	Approved
FAM207BP	729535	2.12205	1.89685	2.08526	2.48371	2.22728	2.52997	NA	NA	NA	NA
FAM209A	200232	0.0790681	0	0.0934054	0	0.253301	0	NA	NA	NA	NA
FAM209B	388799	0.227517	0.307734	0.134792	0.145826	0.23882	0.0649873	NA	NA	NA	NA
FAM20B	9917	9.65578	9.15262	7.40118	8.05297	7.99314	7.89179	cerebral-cortex	glial-cells	Medium	Approved
FAM20C	56975	23.4296	22.0138	23.6833	23.8521	33.4361	31.4298	NA	NA	NA	NA
FAM210A	125228	6.52476	6.99905	6.00803	6.02314	6.46588	5.83964	NA	NA	NA	NA
FAM210B	116151	16.6821	15.6997	19.8729	21.508	13.5051	13.8718	cerebral-cortex	glial-cells	Low	Approved
FAM214A	56204	9.66911	11.9036	16.9222	14.8789	12.7916	12.5041	cerebral-cortex	glial-cells	Low	Approved
FAM214B	80256	34.8574	34.9301	49.8239	52.8597	40.4408	36.9151	cerebral-cortex	glial-cells	Low	Approved
FAM216A	29902	22.3313	21.4691	13.7874	13.9529	17.6212	19.0949	NA	NA	NA	NA
FAM217A	222826	0.356998	0.0146967	2.18327	0.457634	0.748924	2.03944	NA	NA	NA	NA
FAM217B	63939	5.21268	6.36778	3.78214	4.69887	6.57969	6.72693	cerebral-cortex	glial-cells	Medium	Approved
FAM219A	203259	16.4404	15.6567	17.8835	18.1344	17.773	16.3046	NA	NA	NA	NA
FAM219B	57184	41.6612	47.1778	55.5995	56.69	46.1613	53.967	NA	NA	NA	NA
FAM21FP	100288690	0.429264	0.253165	0.567404	0.642009	0.206874	0.368911	NA	NA	NA	NA
FAM220A	84792	23.5342	15.2832	20.5191	24.3076	10.9824	11.6512	NA	NA	NA	NA
FAM220CP	100507415	0	0.0481589	0.105328	0	0.233596	0.101702	NA	NA	NA	NA
FAM221A	340277	0.653491	0.782005	0.867085	1.00233	0.868385	1.0474	cerebral-cortex	glial-cells	High	Enhanced
FAM222A	84915	0.399134	0.479434	0.509345	0.397942	0.42821	0.304012	NA	NA	NA	NA
FAM222B	55731	6.51143	7.44565	6.86176	6.383	6.55205	6.97408	NA	NA	NA	NA
FAM227A	646851	0.840336	0.398514	1.5555	1.82561	1.31575	1.42098	NA	NA	NA	NA
FAM227B	196951	2.94997	2.34554	2.8227	5.78074	2.38771	2.67615	NA	NA	NA	NA
FAM228A	653140	0.104096	0.207006	0.276292	0.111296	0	0.149269	NA	NA	NA	NA
FAM228B	375190	4.48526	4.89595	6.30381	6.8935	3.74425	3.16677	NA	NA	NA	NA
FAM229A	100128071	1.23847	0.73308	1.40335	1.33112	1.44802	1.11855	NA	NA	NA	NA
FAM24B	196792	5.8795	5.43464	2.59151	1.61841	3.97869	3.75922	NA	NA	NA	NA
FAM32A	26017	72.9167	75.925	78.56	79.8094	72.7801	71.415	NA	NA	NA	NA
FAM3A	60343	0.639216	0.551552	0.526327	0.353911	0.508215	0.582357	NA	NA	NA	NA
FAM3C	10447	106.83	101.001	80.1669	80.6253	71.1282	76.1513	NA	NA	NA	NA
FAM3C2	286460	25.997	28.0672	23.1933	24.7882	19.3166	23.4286	NA	NA	NA	NA
FAM43A	131583	24.1424	28.249	29.9414	31.7915	22.4121	22.0933	NA	NA	NA	NA
FAM43B	163933	0.0588931	0.0892164	0.0833246	0.166089	0.197844	0.242238	NA	NA	NA	NA
FAM49A	81553	0.121594	0.265239	0.405395	0.538863	0.470154	0.351188	cerebral-cortex	glial-cells	Medium	Approved
FAM49B	51571	24.2592	23.4748	26.5911	29.1489	26.6647	24.8473	cerebral-cortex	glial-cells	Low	Approved
FAM50B	26240	4.87579	3.96586	1.9889	1.75858	4.59148	4.23508	NA	NA	NA	NA
FAM53A	152877	0.937728	1.44269	1.50289	1.39479	1.35681	0.891612	NA	NA	NA	NA
FAM53B	9679	2.35728	2.00089	2.14727	1.82075	2.68424	2.34846	cerebral-cortex	glial-cells	High	Approved
FAM53C	51307	18.7052	18.0158	23.4698	26.7326	23.2071	17.2867	cerebral-cortex	glial-cells	High	Approved
FAM66B	100128890	0.227743	0.345005	0.463634	0.350331	0.286894	0.182145	NA	NA	NA	NA
FAM66C	440078	1.36938	0.896095	1.48048	1.44219	1.0536	0.927344	NA	NA	NA	NA
FAM66D	100132923	0.142233	0.256764	0.216362	0.397756	0.214592	0.588119	NA	NA	NA	NA
FAM71E1	112703	0.922096	1.06288	1.14481	1.4094	0.295574	0.856129	NA	NA	NA	NA
FAM71F1	84691	1.22964	1.78859	1.20872	2.68033	0.432584	0.587126	NA	NA	NA	NA
FAM71F2	346653	0.858861	0.647956	0.996571	1.165	1.22638	1.01906	NA	NA	NA	NA
FAM76A	199870	2.98596	2.28639	2.38602	2.60484	1.48773	1.60827	NA	NA	NA	NA
FAM76B	143684	9.72308	11.0309	14.6715	13.1383	12.4211	14.9509	NA	NA	NA	NA
FAM78A	286336	0.0948406	0.256421	0.149164	0.124687	0.248558	0.162308	NA	NA	NA	NA
FAM83D	81610	1.61053	1.44317	0.489596	0.258066	3.17013	3.34957	NA	NA	NA	NA
FAM83G	644815	4.87513	4.57642	5.79826	6.31252	4.71408	5.65035	NA	NA	NA	NA
FAM86B1	85002	0.0576793	0.140433	0.337004	0.129397	0.343255	0.230664	NA	NA	NA	NA
FAM86B3P	286042	1.45754	2.63617	4.06913	3.25913	1.30961	1.64908	NA	NA	NA	NA
FAM86C1	55199	1.62541	1.82986	1.86454	2.36138	1.69244	1.74198	NA	NA	NA	NA
FAM86C2P	645332	0.524206	0.432714	0.408329	0.356418	0.500577	0.581989	NA	NA	NA	NA
FAM86DP	692099	4.3382	5.55909	4.39554	3.47873	4.49711	4.67635	NA	NA	NA	NA
FAM86EP	348926	1.32055	0.970334	1.33064	1.20359	1.52786	1.32802	NA	NA	NA	NA
FAM86FP	653113	0.688449	0.586708	0.328639	0.500437	0.4956	0.395746	NA	NA	NA	NA
FAM86GP	387745	0.218475	0.315205	0	0	0.152894	0.208016	NA	NA	NA	NA
FAM86HP	729375	3.3439	3.77105	2.89023	3.54353	4.93479	3.72436	NA	NA	NA	NA
FAM86JP	100125556	1.1189	1.25541	0.515991	0.65514	0.851142	0.855432	NA	NA	NA	NA
FAM89A	375061	8.5365	7.63666	3.63714	4.35282	3.42975	2.45069	NA	NA	NA	NA
FAM89B	23625	30.3403	29.3161	33.4085	33.7647	29.952	27.7376	NA	NA	NA	NA
FAM8A1	51439	9.44423	8.1388	9.80743	11.5124	9.10603	8.90861	NA	NA	NA	NA
FAM8A6P	114182	0.270159	0.162405	0.283704	0.0769605	0.0630223	0.137187	NA	NA	NA	NA
FAM91A1	157769	16.6526	15.4971	17.6455	18.1689	16.8893	18.9764	NA	NA	NA	NA
FAM92A1P1	729073	3.05208	2.24573	2.59918	1.46065	2.22133	2.41776	NA	NA	NA	NA
FAM96AP2	391174	1.93096	1.64954	2.29933	2.47529	2.77333	1.50952	NA	NA	NA	NA
FAM98A	25940	175.137	183.195	185.406	178.896	190.774	181.851	NA	NA	NA	NA
FAM98B	283742	17.339	9.51907	8.19737	9.73933	12.0232	8.88085	cerebral-cortex	glial-cells	High	Enhanced
FAM98C	147965	15.4781	15.3298	19.5449	16.6827	18.337	16.4375	NA	NA	NA	NA
FAN1	22909	10.0451	11.8	10.0118	8.50945	12.8754	12.6177	NA	NA	NA	NA
FANCA	2175	5.87412	4.81817	6.1666	5.34545	9.8555	7.6531	NA	NA	NA	NA
FANCB	2187	0.974925	0.378366	0.29451	0.300693	0.501218	0.619195	NA	NA	NA	NA
FANCC	2176	1.98467	2.90071	2.21259	2.28414	3.85885	2.25199	cerebral-cortex	glial-cells	Medium	Approved
FANCD2	2177	0.917543	1.22805	0.206772	0.642775	1.0936	2.44458	NA	NA	NA	NA
FANCE	2178	1.28669	1.55987	0.997337	0.839972	1.70097	1.78318	cerebral-cortex	glial-cells	High	Enhanced
FANCF	2188	1.83997	1.79919	1.46604	1.72554	1.83211	1.58426	NA	NA	NA	NA
FANCG	2189	5.41204	6.32821	6.35066	5.13524	8.136	9.53342	cerebral-cortex	glial-cells	Medium	Approved
FANCI	55215	5.39448	5.81862	1.78213	1.50075	3.19872	8.49018	cerebral-cortex	glial-cells	Medium	Approved
FANCL	55120	2.86603	2.88136	2.23705	1.96514	3.22522	4.5098	cerebral-cortex	glial-cells	Low	Supported
FANCM	57697	1.9384	2.43849	2.33868	2.99528	2.34344	2.40267	NA	NA	NA	NA
FANK1	92565	6.58401	4.63176	5.6541	6.0689	8.91625	10.0169	NA	NA	NA	NA
FAP	2191	62.6624	57.9028	115.101	97.3533	90.4369	96.5566	NA	NA	NA	NA
FAR1	84188	31.6093	32.007	42.8962	46.4684	34.9145	39.1351	cerebral-cortex	glial-cells	Low	Approved
FAR1P1	100128011	0.420761	0.70363	0.768922	0.588406	0.441687	0.524444	NA	NA	NA	NA
FAR2	55711	20.7336	26.2445	25.3067	29.4022	25.3893	27.1077	NA	NA	NA	NA
FAR2P1	440905	1.62659	2.6623	0.587438	0.6616	0	0	NA	NA	NA	NA
FARP1	10160	61.0796	60.165	57.3869	62.9925	41.3299	38.9317	NA	NA	NA	NA
FARP1-AS1	100874080	0	0.32352	0	0	0.527107	0	NA	NA	NA	NA
FARP2	9855	35.1841	38.6214	36.986	34.6487	33.2628	33.6528	cerebral-cortex	glial-cells	Medium	Approved
FARS2	10667	5.5468	5.62809	5.0061	4.88193	4.17267	5.19305	cerebral-cortex	glial-cells	Low	Approved
FARSA	2193	49.5678	46.8482	47.9106	46.932	42.4341	42.8364	cerebral-cortex	glial-cells	High	Approved
FARSB	10056	34.2393	34.521	26.1744	24.5729	27.0031	27.947	cerebral-cortex	glial-cells	Low	Enhanced
FAS	355	30.5284	37.323	36.107	38.6098	24.545	28.0665	NA	NA	NA	NA
FASN	2194	39.0797	35.431	35.3315	33.8841	29.1121	22.7779	NA	NA	NA	NA
FASTK	10922	49.9218	47.2048	45.8363	49.3382	45.8096	48.2899	cerebral-cortex	glial-cells	Low	Approved
FASTKD1	79675	6.66515	6.91361	10.158	10.1233	6.868	8.14563	cerebral-cortex	glial-cells	Low	Approved
FASTKD2	22868	11.9302	12.4886	9.46836	10.2081	10.0339	10.799	NA	NA	NA	NA
FASTKD3	79072	6.05742	6.08279	7.20183	5.75149	8.15697	8.50206	NA	NA	NA	NA
FASTKD5	60493	8.91973	9.04153	8.94838	8.42669	8.23192	8.20794	NA	NA	NA	NA
FAT1	2195	364.946	356.947	253.603	248.094	280.211	271.602	cerebral-cortex	glial-cells	Low	Enhanced
FAT3	120114	0.517356	0.448774	0.909242	0.605274	0.153333	0.236412	NA	NA	NA	NA
FAT4	79633	3.26409	3.21378	1.90892	1.61624	2.92843	2.82377	cerebral-cortex	glial-cells	Medium	Approved
FAU	2197	486.632	503.661	502.611	481.144	492.259	512.882	NA	NA	NA	NA
FAUP1	140623	79.0197	74.6737	80.7194	70.7377	75.6042	74.6347	NA	NA	NA	NA
FAXC	84553	1.52327	1.5935	2.73259	3.0269	1.29346	1.25483	NA	NA	NA	NA
FAXDC2	10826	1.34961	1.96108	1.43611	1.4084	0.968145	0.985816	NA	NA	NA	NA
FBF1	85302	1.28692	1.03896	1.2924	1.4419	1.4422	1.4135	NA	NA	NA	NA
FBL	2091	79.5378	85.0534	68.5211	60.7408	86.1373	91.5963	cerebral-cortex	glial-cells	Low	Supported
FBLIM1	54751	202.09	200.115	249.343	254.772	160.403	173.393	NA	NA	NA	NA
FBLL1	345630	0.106354	0.0690488	0.200841	0.218135	0.446591	0.486058	NA	NA	NA	NA
FBLN1	2192	67.7939	69.4935	22.7796	14.7052	46.0034	44.5237	NA	NA	NA	NA
FBLN2	2199	75.9413	76.457	88.9134	84.6298	37.773	31.0051	NA	NA	NA	NA
FBLN5	10516	46.1518	46.7869	25.457	22.0509	36.8885	35.8562	NA	NA	NA	NA
FBLN7	129804	0.0721845	0.082651	0.0535749	0.0778307	0.397803	0.165064	NA	NA	NA	NA
FBN1	2200	540.023	580.212	529.332	529.531	660.612	660.762	NA	NA	NA	NA
FBN2	2201	79.6064	80.6603	109.037	104.179	110.316	104.987	NA	NA	NA	NA
FBP2	8789	0.162256	0.301604	0.485305	0.716048	0.0920862	0.0319113	NA	NA	NA	NA
FBRS	64319	21.5885	24.453	28.0125	24.432	26.1865	23.4617	NA	NA	NA	NA
FBRSL1	57666	36.7234	38.1002	50.8212	46.3881	39.4213	41.1838	NA	NA	NA	NA
FBXL12	54850	19.0412	17.8494	15.4971	17.7	15.986	16.5783	NA	NA	NA	NA
FBXL13	222235	0.455911	0.500929	0.32261	0.428416	1.25401	1.15638	NA	NA	NA	NA
FBXL14	144699	2.48104	2.28697	2.33693	2.2954	2.32663	2.28066	NA	NA	NA	NA
FBXL15	79176	6.04336	4.26819	7.64276	7.5253	5.87074	5.01792	NA	NA	NA	NA
FBXL16	146330	11.9911	11.1851	21.0739	21.3098	12.6252	1.85307	NA	NA	NA	NA
FBXL17	64839	8.57988	9.32613	10.104	6.53568	6.71169	6.83702	NA	NA	NA	NA
FBXL18	80028	8.39333	7.71557	10.0992	10.5899	6.41686	6.27684	NA	NA	NA	NA
FBXL19	54620	19.3506	19.4079	23.8953	23.6934	21.8534	24.6509	NA	NA	NA	NA
FBXL19-AS1	283932	2.47793	2.55609	3.14297	3.64259	2.10838	2.47597	NA	NA	NA	NA
FBXL2	25827	8.8389	8.66409	9.87629	11.8396	8.19904	7.20937	NA	NA	NA	NA
FBXL20	84961	1.86844	1.74674	2.44899	2.89596	2.11615	2.58498	NA	NA	NA	NA
FBXL22	283807	0.447561	0.636938	0.140133	0.113016	1.02731	0.466127	NA	NA	NA	NA
FBXL3	26224	19.3781	22.5145	23.6477	26.5311	19.4577	20.0485	NA	NA	NA	NA
FBXL4	26235	3.52879	3.36953	2.98926	3.07128	3.84113	4.35557	cerebral-cortex	glial-cells	Medium	Approved
FBXL5	26234	24.862	24.5806	28.5277	27.6645	27.8377	24.1078	NA	NA	NA	NA
FBXL6	26233	0.678241	0.488715	0.73556	0.361407	0.355407	0.580608	NA	NA	NA	NA
FBXL7	23194	4.28099	4.18019	3.76443	3.20533	4.43352	4.6342	NA	NA	NA	NA
FBXL8	55336	4.20513	4.1528	4.78092	5.47736	5.00805	4.20585	NA	NA	NA	NA
FBXO10	26267	4.93157	4.31442	4.66805	4.88005	5.47291	5.48417	NA	NA	NA	NA
FBXO11	80204	16.8396	17.6894	18.8886	16.3574	19.3827	22.3174	NA	NA	NA	NA
FBXO15	201456	0.35936	0.345702	0.734478	0.537609	0.301785	0.672688	NA	NA	NA	NA
FBXO16	157574	1.47297	1.67805	3.35738	2.07185	3.81242	4.01914	NA	NA	NA	NA
FBXO17	115290	16.24	16.431	10.8599	9.69219	12.4266	13.5885	NA	NA	NA	NA
FBXO2	26232	12.6776	13.9736	20.1407	15.8978	15.7962	13.8782	cerebral-cortex	glial-cells	Low	Enhanced
FBXO21	23014	8.11752	7.1356	13.5727	11.1363	9.15505	11.048	NA	NA	NA	NA
FBXO22	26263	43.3655	43.5489	41.0813	57.6144	38.7003	48.3172	NA	NA	NA	NA
FBXO24	26261	0.180293	0.256369	0.116718	0.0754763	0.190776	0.107424	NA	NA	NA	NA
FBXO25	26260	10.0953	11.8397	11.8794	13.2923	9.87723	9.58065	NA	NA	NA	NA
FBXO27	126433	0.641645	1.06199	0.365765	0.359894	2.55923	2.10402	NA	NA	NA	NA
FBXO28	23219	16.5586	14.8198	16.3665	15.753	15.7382	15.0468	NA	NA	NA	NA
FBXO3	26273	18.6467	18.85	18.4215	18.7709	14.7989	14.7357	NA	NA	NA	NA
FBXO30	84085	2.65421	2.78593	2.24551	2.36211	2.52586	2.94894	NA	NA	NA	NA
FBXO31	79791	19.683	19.5637	17.7463	19.9035	19.1006	17.7811	NA	NA	NA	NA
FBXO32	114907	3.76179	5.27512	5.97267	6.57488	3.41887	4.18571	NA	NA	NA	NA
FBXO33	254170	6.76972	7.33044	8.04654	8.4689	7.33569	6.8931	cerebral-cortex	glial-cells	Medium	Approved
FBXO34	55030	7.20132	6.61236	11.2211	11.1218	7.40674	7.85679	NA	NA	NA	NA
FBXO36	130888	0.916365	1.02453	0.908015	0.925082	0.921656	1.3226	NA	NA	NA	NA
FBXO38	81545	37.57	33.5626	39.1803	31.5101	38.629	34.7641	cerebral-cortex	glial-cells	Low	Approved
FBXO4	26272	3.23933	3.85995	3.99341	3.22751	4.06465	2.85416	NA	NA	NA	NA
FBXO41	150726	1.54849	1.26992	1.56818	2.28072	1.22979	1.15198	NA	NA	NA	NA
FBXO42	54455	11.3966	11.1965	12.2436	12.0857	11.6795	12.3101	cerebral-cortex	glial-cells	Low	Approved
FBXO44	93611	15.0578	13.369	17.2819	17.6759	12.7215	10.308	cerebral-cortex	glial-cells	High	Approved
FBXO45	200933	3.37642	2.99143	3.11595	2.96693	3.36696	3.55347	NA	NA	NA	NA
FBXO46	23403	5.43306	6.0696	4.89512	5.52628	5.27212	5.42965	NA	NA	NA	NA
FBXO48	554251	0.179527	0.144307	0.151082	0.118355	0.177702	0.246142	NA	NA	NA	NA
FBXO5	26271	2.74863	2.87776	1.61222	1.41153	3.10629	3.8902	cerebral-cortex	glial-cells	Medium	Approved
FBXO6	26270	5.54573	5.37834	5.71128	5.21195	5.85998	4.76296	cerebral-cortex	glial-cells	Low	Approved
FBXO7	25793	62.44	58.4378	48.6	52.9175	52.4014	56.0572	NA	NA	NA	NA
FBXO8	26269	6.93245	7.69737	8.40804	8.11261	7.21355	8.17481	NA	NA	NA	NA
FBXO9	26268	72.1203	73.7383	68.5449	76.5155	60.4858	67.1486	NA	NA	NA	NA
FBXW11	23291	30.3293	31.3954	31.266	29.0122	27.8856	27.5844	NA	NA	NA	NA
FBXW11P1	54099	0.286296	0.42894	0.467908	0.282309	0.23119	0.276783	NA	NA	NA	NA
FBXW2	26190	33.366	32.5255	32.329	30.7226	34.5012	32.0181	NA	NA	NA	NA
FBXW4	6468	14.3506	12.8223	11.7457	11.1171	11.3418	10.1875	NA	NA	NA	NA
FBXW4P1	26226	0.385565	0.387407	0.390329	0.635469	0.433662	0.377601	NA	NA	NA	NA
FBXW5	54461	45.3443	47.9245	46.7283	47.7798	49.485	47.7606	NA	NA	NA	NA
FBXW7	55294	5.98191	5.47525	6.83589	5.3502	6.76902	5.51477	cerebral-cortex	glial-cells	Medium	Supported
FBXW8	26259	8.45334	8.85583	10.6116	9.25603	10.0859	9.49354	NA	NA	NA	NA
FBXW9	84261	4.61637	4.78853	5.54239	6.48866	4.61594	4.67402	cerebral-cortex	glial-cells	Low	Approved
FCER1G	2207	0.155364	0.311237	0.461307	0.697102	0.75478	0.821674	cerebral-cortex	glial-cells	Medium	Supported
FCF1	51077	25.4321	27.958	27.5559	24.7555	26.6568	30.325	cerebral-cortex	glial-cells	Medium	Approved
FCF1P1	100422533	0.985363	0.492103	0.809996	0.680148	0.477354	1.29903	NA	NA	NA	NA
FCF1P2	101060195	3.67075	4.60749	4.3574	2.91742	3.85295	4.86507	NA	NA	NA	NA
FCF1P6	100422535	0.854135	1.38634	0.675774	1.45988	1.41952	0.487946	NA	NA	NA	NA
FCGRT	2217	77.6395	69.4041	64.6985	64.4772	62.2648	53.0161	NA	NA	NA	NA
FCHO1	23149	0.649431	0.653448	0.427554	0.327337	0.69586	0.801807	NA	NA	NA	NA
FCHO2	115548	7.73707	6.24011	8.16261	8.8586	6.44493	7.43152	cerebral-cortex	glial-cells	Medium	Enhanced
FCHSD1	89848	43.8558	34.5563	37.8535	38.1155	32.8004	26.806	cerebral-cortex	glial-cells	Low	Approved
FCHSD2	9873	26.4729	26.4711	21.8675	18.3916	20.1149	19.0281	NA	NA	NA	NA
FCRLA	84824	0.370322	0.185356	0.278006	0.440792	0.763653	0.656363	NA	NA	NA	NA
FCRLB	127943	0.724912	0.577797	0.274573	0.229481	0.479841	0.319638	NA	NA	NA	NA
FDFT1	2222	118.486	110.041	85.4971	93.3647	81.751	87.4771	NA	NA	NA	NA
FDPS	2224	210.827	201.267	149.681	151.94	132.302	124.317	NA	NA	NA	NA
FDPSP1	343332	1.51464	1.04613	0.79971	1.11539	0.575102	0.699583	NA	NA	NA	NA
FDPSP4	2228	0.165313	0.107327	0.11722	0.0423827	0.0694146	0.188878	NA	NA	NA	NA
FDPSP5	2229	0.425795	0.673385	0.46448	0.209933	0.653275	0.29938	NA	NA	NA	NA
FDPSP8	401981	1.48393	0.478294	0.11192	0.323786	0.662874	0.505031	NA	NA	NA	NA
FDX1	2230	2.56538	2.6043	2.11121	2.23622	2.85965	2.47277	NA	NA	NA	NA
FDX1P1	2231	0.320523	0.173439	0.0951907	0.205438	0.168214	0.457767	NA	NA	NA	NA
FDXR	2232	12.7363	12.5841	11.9253	11.6528	8.21575	8.9285	NA	NA	NA	NA
FECH	2235	15.7277	13.193	13.6807	15.4206	15.7472	14.0998	cerebral-cortex	glial-cells	Low	Approved
FEM1A	55527	2.09449	3.11939	3.97417	3.66051	2.61528	1.27617	NA	NA	NA	NA
FEM1B	10116	43.8134	50.3108	58.7196	57.0217	49.5033	47.5118	NA	NA	NA	NA
FEM1C	56929	6.53843	5.55622	5.13751	5.6603	4.81385	4.90233	cerebral-cortex	glial-cells	Low	Approved
FEN1	2237	10.7333	9.33857	9.06447	8.0296	11.5032	11.0459	cerebral-cortex	glial-cells	Low	Enhanced
FENDRR	400550	0.373274	0.625557	0	0	0.0776668	0.0243902	NA	NA	NA	NA
FER	2241	5.05948	5.5238	5.5775	4.98357	5.27925	7.05021	cerebral-cortex	glial-cells	Low	Approved
FER1L4	80307	3.00623	2.93288	8.81399	8.04218	9.40914	7.12215	NA	NA	NA	NA
FERMT1	55612	0.656421	0.934499	0.875016	0.657974	0.742502	0.980447	NA	NA	NA	NA
FERMT2	10979	244.199	260.716	210.852	202.102	199.736	227.722	NA	NA	NA	NA
FERMT3	83706	1.4266	2.08281	1.70878	1.50927	2.35962	1.11257	NA	NA	NA	NA
FERP1	553112	1.2123	0.297427	3.34314	4.14848	1.04895	1.84011	NA	NA	NA	NA
FES	2242	0.621342	0.662091	0.360183	0.185661	0.934057	0.840167	cerebral-cortex	glial-cells	Low	Approved
FEZ1	9638	23.8012	24.4335	28.0823	26.2406	27.1236	19.8273	NA	NA	NA	NA
FEZ2	9637	50.6002	54.8223	50.7326	47.3455	53.3636	50.4358	NA	NA	NA	NA
FGD1	2245	4.76836	4.89908	4.70282	4.39257	4.70974	5.08646	NA	NA	NA	NA
FGD4	121512	7.53161	6.50301	2.94478	3.07005	6.11358	5.70193	NA	NA	NA	NA
FGD5-AS1	100505641	23.7341	26.1001	23.056	23.3804	25.9339	28.9683	NA	NA	NA	NA
FGD6	55785	2.17012	1.99046	4.36159	6.21991	2.10912	3.20916	cerebral-cortex	glial-cells	Medium	Approved
FGF1	2246	68.812	85.5114	53.515	58.0354	48.9031	47.6922	NA	NA	NA	NA
FGF11	2256	1.52657	1.66752	3.11706	5.21451	4.09869	4.77906	NA	NA	NA	NA
FGF13	2258	0.521628	0.415991	0.166771	0.103378	0	0	NA	NA	NA	NA
FGF14	2259	3.29454	2.83386	0.714098	0.611693	3.08895	2.52657	NA	NA	NA	NA
FGF18	8817	0.0785261	0.152946	0	0.0402649	0.0329745	0.107664	NA	NA	NA	NA
FGF2	2247	20.5378	20.6912	13.8986	15.1885	18.4397	17.6857	cerebral-cortex	glial-cells	Medium	Enhanced
FGF20	26281	0.361199	0.0408002	0	0.15434	0.126361	0.275125	NA	NA	NA	NA
FGF22	27006	0.505512	0.356303	0	0.0475673	0.36509	0.196403	NA	NA	NA	NA
FGF5	2250	44.0463	40.5124	46.3376	51.0104	38.6851	41.0488	NA	NA	NA	NA
FGF7	2252	0.518028	1.04143	2.53554	2.39786	2.72019	2.69169	NA	NA	NA	NA
FGFBP3	143282	0.544129	0.551961	0.352525	0.367941	0.376654	0.396266	NA	NA	NA	NA
