SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
ECD	11319	28.4774	25.9498	28.9331	27.0884	NA	NA	NA	NA
ECE1	1889	69.5328	69.9608	139.116	117.5	NA	NA	NA	NA
ECE2	9718	4.49231	4.32949	5.3337	4.09844	NA	NA	NA	NA
ECH1	1891	67.3825	71.6678	76.9005	50.1798	cerebral-cortex	glial-cells	High	Supported
ECHDC1	55862	62.2023	46.4765	40.1116	59.7795	NA	NA	NA	NA
ECHDC2	55268	12.5781	19.695	3.64217	6.03239	NA	NA	NA	NA
ECHDC3	79746	1.90999	1.61446	1.23118	1.00219	NA	NA	NA	NA
ECHS1	1892	47.7634	44.0903	49.8066	43.3597	cerebral-cortex	glial-cells	High	Enhanced
ECI1	1632	18.8266	21.8944	34.9068	30.3309	cerebral-cortex	glial-cells	Low	Enhanced
ECI2	10455	46.5965	40.2353	53.1756	43.3836	NA	NA	NA	NA
ECM1	1893	57.2434	62.069	22.2615	18.2478	NA	NA	NA	NA
ECM2	1842	6.96064	4.82314	0.639701	1.0562	cerebral-cortex	glial-cells	High	Approved
ECSCR	641700	6.65243	6.12374	11.1714	8.2277	NA	NA	NA	NA
ECSIT	51295	24.9524	36.6352	37.8276	25.8587	NA	NA	NA	NA
ECT2	1894	7.81077	7.69569	5.2583	6.38048	NA	NA	NA	NA
EDA2R	60401	12.347	14.7349	14.2194	16.2921	NA	NA	NA	NA
EDARADD	128178	0.188002	0.207539	0.111177	0.168094	NA	NA	NA	NA
EDC3	80153	36.3188	35.2584	44.9032	33.671	NA	NA	NA	NA
EDC4	23644	45.9249	58.6689	65.5564	57.1616	cerebral-cortex	glial-cells	Medium	Supported
EDEM1	9695	15.2157	11.6393	14.472	12.9449	NA	NA	NA	NA
EDEM2	55741	12.2638	12.9625	16.6353	14.4454	NA	NA	NA	NA
EDEM3	80267	23.8076	26.0659	13.832	21.7241	cerebral-cortex	glial-cells	Medium	Approved
EDF1	8721	327.763	351.786	370.488	328.096	cerebral-cortex	glial-cells	Medium	Approved
EDIL3	10085	275.231	261.74	291.247	323.497	cerebral-cortex	glial-cells	High	Approved
EDN1	1906	27.6034	28.9123	28.8568	29.1618	NA	NA	NA	NA
EDN2	1907	0	0.064767	0.142995	0.0322082	NA	NA	NA	NA
EDNRA	1909	31.0401	35.719	34.0214	33.3287	NA	NA	NA	NA
EDRF1	26098	8.67795	6.70941	5.94906	8.25408	NA	NA	NA	NA
EDRF1-AS1	101927983	0.394844	0.573559	0.720636	0.829747	NA	NA	NA	NA
EEA1	8411	8.77664	9.35381	2.86722	7.95401	NA	NA	NA	NA
EED	8726	7.9988	8.21338	6.52125	5.77134	NA	NA	NA	NA
EEF1A1	1915	517.212	663.97	541.745	453.024	cerebral-cortex	glial-cells	Medium	Supported
EEF1A1P1	54054	10.2877	9.39151	8.91552	6.16449	NA	NA	NA	NA
EEF1A1P10	100421829	0.232707	0.226579	0.156343	0.225373	NA	NA	NA	NA
EEF1A1P11	440595	6.96117	6.46295	7.51076	6.71049	NA	NA	NA	NA
EEF1A1P12	644604	1.4499	1.97054	2.59762	1.25794	NA	NA	NA	NA
EEF1A1P13	133283	4.08872	3.54328	3.6302	2.87593	NA	NA	NA	NA
EEF1A1P14	647167	0.18315	0.17196	0.189847	0.228059	NA	NA	NA	NA
EEF1A1P16	387845	1.41929	1.27705	1.59379	1.21502	NA	NA	NA	NA
EEF1A1P17	401717	0.200377	0.0313558	0.311553	0.124754	NA	NA	NA	NA
EEF1A1P19	100421796	2.26473	2.3952	2.64436	2.29736	NA	NA	NA	NA
EEF1A1P22	645693	0.23468	0.285627	0.0946013	0.397749	NA	NA	NA	NA
EEF1A1P24	645715	0.104479	0.114445	0.252699	0.142294	NA	NA	NA	NA
EEF1A1P25	646612	0.259561	0.663422	0.697536	0.628451	NA	NA	NA	NA
EEF1A1P29	100130211	0.583976	0.413917	0.249248	0.261989	NA	NA	NA	NA
EEF1A1P3	100421865	0.0519308	0.170652	0.125602	0.0282906	NA	NA	NA	NA
EEF1A1P38	124199	0.181146	0.198424	0.0625897	0.0845861	NA	NA	NA	NA
EEF1A1P4	100421854	4.13652	3.74791	3.89074	2.97681	NA	NA	NA	NA
EEF1A1P5	158078	19.7426	17.9703	20.9396	15.7588	NA	NA	NA	NA
EEF1A1P6	221838	6.75662	6.26245	7.6367	5.91765	NA	NA	NA	NA
EEF1A1P7	390924	1.8554	1.32669	1.58935	1.2354	NA	NA	NA	NA
EEF1A1P8	389179	0.543895	0.822734	0.657745	0.536163	NA	NA	NA	NA
EEF1A1P9	441032	5.74806	4.87182	5.25277	4.95924	NA	NA	NA	NA
EEF1A2	1917	2.78746	3.7278	7.31028	4.67676	NA	NA	NA	NA
EEF1B2	1933	378.868	391.559	410.989	327.538	cerebral-cortex	glial-cells	Low	Supported
EEF1B2P1	1932	0.259933	0.142137	0.157892	0	NA	NA	NA	NA
EEF1B2P2	1934	0.129474	0.141837	0.156562	0.141056	NA	NA	NA	NA
EEF1B2P3	644820	20.4356	18.5027	19.0985	15.2404	NA	NA	NA	NA
EEF1D	1936	538.853	575.069	560.457	457.361	cerebral-cortex	glial-cells	Medium	Supported
EEF1DP1	126037	4.68938	6.73611	6.4197	3.80773	NA	NA	NA	NA
EEF1DP2	442429	0.889697	1.15425	1.12387	1.19092	NA	NA	NA	NA
EEF1DP3	196549	0.20371	0.243147	0.234882	0.332557	NA	NA	NA	NA
EEF1DP5	442258	0.0538497	0.29495	0.325588	0.234673	NA	NA	NA	NA
EEF1E1	9521	31.4739	29.2584	29.4307	29.568	cerebral-cortex	glial-cells	Medium	Approved
EEF1G	1937	315.946	359.37	455.461	379.029	cerebral-cortex	glial-cells	Low	Enhanced
EEF2	1938	1624.01	1786.18	2012.28	1579.47	cerebral-cortex	glial-cells	High	Enhanced
EEF2K	29904	8.0986	9.49258	10.6739	8.05821	NA	NA	NA	NA
EEFSEC	60678	5.6775	5.18038	8.10569	5.73053	NA	NA	NA	NA
EEPD1	80820	0.816968	0.708	1.14389	0.847192	NA	NA	NA	NA
EFCAB10	100130771	0.365059	0.17003	0.375763	0.381623	NA	NA	NA	NA
EFCAB11	90141	6.46585	4.98769	4.49303	5.56575	NA	NA	NA	NA
EFCAB13	124989	0.973765	0.582797	0.776207	2.4098	NA	NA	NA	NA
EFCAB14	9813	25.5611	25.8092	20.1195	23.5626	cerebral-cortex	glial-cells	Low	Approved
EFCAB14-AS1	100130197	0.114088	0.126094	0.278665	0.745149	NA	NA	NA	NA
EFCAB14P1	106479047	1.40885	2.44398	2.55509	2.55782	NA	NA	NA	NA
EFCAB2	84288	6.84872	7.58577	6.10511	10.0413	cerebral-cortex	glial-cells	Medium	Approved
EFCAB5	374786	0.865926	1.11979	0.43156	0.783971	NA	NA	NA	NA
EFCAB6	64800	0.466828	0.233023	0.183626	0.232637	NA	NA	NA	NA
EFCAB7	84455	1.24917	1.13968	0.97746	1.72203	NA	NA	NA	NA
EFEMP1	2202	11.8588	16.6057	93.6229	90.6704	NA	NA	NA	NA
EFEMP2	30008	368.141	384.158	381.883	317.303	NA	NA	NA	NA
EFHB	151651	1.04137	1.21084	0.699098	0.743886	NA	NA	NA	NA
EFHC1	114327	4.73005	5.29069	4.3575	4.61008	cerebral-cortex	glial-cells	Medium	Approved
EFHD1	80303	40.6219	37.6881	17.9417	18.85	NA	NA	NA	NA
EFHD2	79180	10.6157	11.9368	11.1418	9.09096	NA	NA	NA	NA
EFNA1	1942	0.280729	0.194808	0.2991	0.215554	NA	NA	NA	NA
EFNA4	1945	5.25376	6.23882	9.49251	7.91773	NA	NA	NA	NA
EFNA5	1946	0.858237	2.75206	3.10416	5.35082	NA	NA	NA	NA
EFNB1	1947	4.08814	5.04035	6.24577	5.16453	NA	NA	NA	NA
EFNB2	1948	15.7017	14.5983	35.5089	35.9233	NA	NA	NA	NA
EFNB3	1949	1.16	1.10342	1.14445	0.92023	NA	NA	NA	NA
EFR3A	23167	32.0226	29.4979	24.6215	31.2536	NA	NA	NA	NA
EFR3B	22979	0.37998	0.618292	0.7997	0.624468	NA	NA	NA	NA
EFS	10278	6.24788	5.98427	2.32676	2.24525	cerebral-cortex	glial-cells	Medium	Approved
EFTUD2	9343	79.0428	70.6954	100.622	86.7779	cerebral-cortex	glial-cells	High	Supported
EGF	1950	11.5266	13.698	8.7618	12.299	NA	NA	NA	NA
EGFL7	51162	8.46222	10.9624	14.3765	11.2481	NA	NA	NA	NA
EGFR	1956	4.55099	4.70521	8.9585	7.79906	NA	NA	NA	NA
EGLN1	54583	15.8026	11.7877	8.99158	9.91142	cerebral-cortex	glial-cells	Low	Approved
EGLN1P1	106660614	0.507725	0.540378	0.592215	0.616397	NA	NA	NA	NA
EGLN2	112398	39.6863	51.1031	57.8693	53.6343	NA	NA	NA	NA
EGLN3	112399	0.185246	0.286242	0.0592781	0.297398	NA	NA	NA	NA
EGOT	100126791	0.0243472	0	0	0	NA	NA	NA	NA
EGR1	1958	10.8014	11.0173	13.0503	9.69358	cerebral-cortex	glial-cells	Low	Supported
EGR2	1959	0.41432	0.71797	0.34796	0.152062	NA	NA	NA	NA
EGR3	1960	0.504762	0.273919	0.487716	0.130172	NA	NA	NA	NA
EHBP1	23301	43.2952	41.5844	22.9157	23.7865	cerebral-cortex	glial-cells	Low	Enhanced
EHBP1L1	254102	27.4132	35.1912	44.0645	44.7451	NA	NA	NA	NA
EHD1	10938	80.6431	107.771	122.481	94.692	NA	NA	NA	NA
EHD2	30846	120.429	131.348	155.904	138.315	NA	NA	NA	NA
EHD3	30845	19.3602	20.3952	27.0576	24.2626	NA	NA	NA	NA
EHD4	30844	19.8788	20.747	24.8714	20.7344	NA	NA	NA	NA
EHF	26298	0.0132612	0.118638	0	0.0310425	cerebral-cortex	glial-cells	Low	Enhanced
EHHADH	1962	1.77659	1.15308	1.8995	0.62053	NA	NA	NA	NA
EHMT1	79813	31.4295	23.6996	31.1079	28.657	NA	NA	NA	NA
EI24	9538	87.5687	80.2103	116.607	102.093	NA	NA	NA	NA
EI24P1	100129423	0.184665	0	0.111655	0.251491	NA	NA	NA	NA
EI24P2	100129866	3.0569	2.57877	2.8044	2.45008	NA	NA	NA	NA
EID1	23741	134.144	136.177	136.263	155.142	cerebral-cortex	glial-cells	Low	Approved
EID2	163126	7.56446	7.09401	6.82972	6.56728	NA	NA	NA	NA
EID2B	126272	0.886688	1.01182	1.05747	1.00647	NA	NA	NA	NA
EID3	493861	0.0486821	0.0266626	0.176618	0.212173	NA	NA	NA	NA
EIF1	10209	538.723	463.485	533.853	460.737	NA	NA	NA	NA
EIF1AD	84285	15.0336	14.9763	15.6121	11.9117	NA	NA	NA	NA
EIF1AX	1964	14.6377	14.7305	11.2399	11.3038	NA	NA	NA	NA
EIF1AXP1	280661	36.6783	24.9188	22.0931	24.4874	NA	NA	NA	NA
EIF1AY	9086	34.7023	31.6396	23.518	30.7473	NA	NA	NA	NA
EIF1B	10289	32.6217	25.3608	36.4842	34.0108	NA	NA	NA	NA
EIF2A	83939	116.774	101.946	90.1745	96.2539	cerebral-cortex	glial-cells	Low	Approved
EIF2AK1	27102	55.8392	49.6434	48.8307	45.6232	cerebral-cortex	glial-cells	Low	Approved
EIF2AK2	5610	16.3276	15.073	10.5171	13.8616	NA	NA	NA	NA
EIF2AK3	9451	14.3401	12.7529	11.3941	13.5353	cerebral-cortex	glial-cells	Medium	Approved
EIF2AK4	440275	34.5471	36.4414	33.1831	31.1507	cerebral-cortex	glial-cells	Medium	Approved
EIF2B1	1967	30.8648	28.6031	25.2424	26.3086	NA	NA	NA	NA
EIF2B2	8892	20.657	22.1667	23.852	18.9615	cerebral-cortex	glial-cells	High	Enhanced
EIF2B3	8891	23.3126	22.4652	24.6008	19.5008	cerebral-cortex	glial-cells	Medium	Supported
EIF2B4	8890	37.9283	35.3216	40.6553	34.2676	NA	NA	NA	NA
EIF2B5	8893	51.8319	42.1011	40.4628	39.4653	NA	NA	NA	NA
EIF2S1	1965	104.856	95.9997	87.7295	86.7814	cerebral-cortex	glial-cells	Low	Supported
EIF2S2	8894	60.4042	52.215	56.0902	56.2515	cerebral-cortex	glial-cells	Medium	Approved
EIF2S2P2	347673	0.354302	0	0.238029	0.171563	NA	NA	NA	NA
EIF2S2P3	283014	0.558273	0.567862	0.337551	0.217223	NA	NA	NA	NA
EIF2S2P4	728350	15.8577	11.9377	12.947	13.6411	NA	NA	NA	NA
EIF2S3	1968	89.5478	99.9125	80.0604	94.1418	NA	NA	NA	NA
EIF3A	8661	84.0009	83.0574	54.6026	83.1255	NA	NA	NA	NA
EIF3B	8662	132.164	132.522	123.803	99.0796	cerebral-cortex	glial-cells	Medium	Approved
EIF3C	8663	8.55754	2.03776	2.61864	3.91884	cerebral-cortex	glial-cells	High	Supported
EIF3CL	728689	1.63832	2.96333	0.605853	2.58369	cerebral-cortex	glial-cells	High	Supported
EIF3D	8664	102.803	107.872	123.65	105.822	cerebral-cortex	glial-cells	Low	Approved
EIF3E	3646	177.823	156.445	147.251	148.039	cerebral-cortex	glial-cells	Low	Approved
EIF3EP1	3647	1.26544	0.77501	1.04694	0.991371	NA	NA	NA	NA
EIF3F	8665	72.4646	74.0812	79.6313	67.4116	NA	NA	NA	NA
EIF3FP3	339799	10.8306	12.1202	11.5765	9.82323	NA	NA	NA	NA
EIF3G	8666	192.372	217.557	225.084	166.535	cerebral-cortex	glial-cells	Medium	Approved
EIF3H	8667	123.816	107.753	105.489	103.807	cerebral-cortex	glial-cells	Medium	Approved
EIF3I	8668	155.275	151.826	173.911	133.648	cerebral-cortex	glial-cells	High	Enhanced
EIF3IP1	442720	1.32455	1.2311	2.08714	1.74923	NA	NA	NA	NA
EIF3J	8669	69.5633	65.1516	52.6607	70.9674	cerebral-cortex	glial-cells	Medium	Approved
EIF3K	27335	182.031	189.66	202.74	164.65	NA	NA	NA	NA
EIF3KP2	100129045	0.21707	0.0792671	0.349973	0.0788278	NA	NA	NA	NA
EIF3KP3	645368	0.0702082	0	0.0848958	0	NA	NA	NA	NA
EIF3L	51386	301.872	277.978	303.282	255.902	NA	NA	NA	NA
EIF3LP1	319117	1.45587	1.06315	1.47996	1.49431	NA	NA	NA	NA
EIF3LP2	143341	4.31278	4.78001	3.98813	3.15091	NA	NA	NA	NA
EIF3LP3	340947	0.346589	0.216954	0.119747	0.215775	NA	NA	NA	NA
EIF3M	10480	211.516	182.623	173.375	187.83	cerebral-cortex	glial-cells	Medium	Approved
EIF4A1	1973	732.424	748.375	828.26	676.142	NA	NA	NA	NA
EIF4A1P10	100421533	10.5407	10.0864	10.1097	7.82138	NA	NA	NA	NA
EIF4A1P11	100130006	0.723042	0.793163	1.74942	0	NA	NA	NA	NA
EIF4A1P2	359792	2.90939	2.40789	2.92011	2.05769	NA	NA	NA	NA
EIF4A1P3	100462824	0.538776	0.590829	1.30168	0.58638	NA	NA	NA	NA
EIF4A1P6	390407	0.396105	0.867783	0.626404	0.365177	NA	NA	NA	NA
EIF4A1P7	341784	10.5597	9.7163	10.4349	8.3495	NA	NA	NA	NA
EIF4A1P8	100289102	0.0621718	0.136206	0.075185	0.101608	NA	NA	NA	NA
EIF4A2	1974	323.402	292.656	295.243	306.241	NA	NA	NA	NA
EIF4A3	9775	36.9567	32.3488	35.1813	30.2842	cerebral-cortex	glial-cells	High	Supported
EIF4B	1975	39.3391	37.3725	44.3079	34.3675	NA	NA	NA	NA
EIF4BP3	100128771	1.08127	1.26607	1.26254	0.873434	NA	NA	NA	NA
EIF4BP6	645579	1.98395	1.11762	1.39386	1.21464	NA	NA	NA	NA
EIF4BP7	643873	4.71043	3.92717	5.00464	4.30119	NA	NA	NA	NA
EIF4BP9	100129692	0.117159	0.179667	0.0850105	0.127652	NA	NA	NA	NA
EIF4E	1977	60.6616	48.6204	37.9088	41.457	cerebral-cortex	glial-cells	Medium	Supported
EIF4E2	9470	134.51	137.397	145.89	123.391	NA	NA	NA	NA
EIF4E3	317649	2.69658	2.13047	2.32971	1.56032	NA	NA	NA	NA
EIF4EBP1	1978	124.126	128.335	143.933	123.087	cerebral-cortex	glial-cells	Low	Supported
EIF4EBP1P1	326295	0.218179	0.239099	0.263732	0	NA	NA	NA	NA
EIF4EBP2	1979	12.9953	12.2395	12.3338	10.8512	NA	NA	NA	NA
EIF4EBP3	8637	0.832612	0.475098	0.533726	0.500789	NA	NA	NA	NA
EIF4ENIF1	56478	24.3761	29.3501	26.0678	14.3885	cerebral-cortex	glial-cells	High	Enhanced
EIF4G1	1981	214.117	238.351	251.436	221.112	cerebral-cortex	glial-cells	Low	Approved
EIF4G2	1982	3733.19	3559.17	3509.9	3438.86	cerebral-cortex	glial-cells	Low	Approved
EIF4G3	8672	61.97	62.7334	49.3663	54.6935	cerebral-cortex	glial-cells	Medium	Enhanced
EIF4H	7458	0	4.77444	0	0	cerebral-cortex	glial-cells	Medium	Approved
EIF4HP1	401316	16.5138	13.308	14.3072	12.8213	NA	NA	NA	NA
EIF4HP2	100421545	1.10443	1.20994	0.924523	0.370203	NA	NA	NA	NA
EIF5	1983	298.833	269.055	255.168	248.557	cerebral-cortex	glial-cells	Low	Supported
EIF5A	1984	347.672	325.722	297.529	246.254	NA	NA	NA	NA
EIF5A2	56648	13.8785	16.4011	14.9892	14.1189	cerebral-cortex	glial-cells	High	Approved
EIF5AL1	143244	1.71858	1.52078	1.72006	1.40211	NA	NA	NA	NA
EIF5AP2	1986	0.181708	0.159236	0.175791	0.15838	NA	NA	NA	NA
EIF5AP4	642592	0.466057	0.382966	0.704369	0.126921	NA	NA	NA	NA
EIF5B	9669	24.9492	31.7723	14.3537	28.4285	cerebral-cortex	glial-cells	Low	Approved
EIF6	3692	222.293	224.272	259.255	208.705	cerebral-cortex	glial-cells	Low	Enhanced
ELAC1	55520	5.69362	4.64151	5.4419	5.75813	NA	NA	NA	NA
ELAC2	60528	58.75	62.6209	77.8021	61.4893	NA	NA	NA	NA
ELAVL1	1994	31.1356	32.699	38.4243	32.6813	cerebral-cortex	glial-cells	Medium	Approved
ELAVL2	1993	0.137331	0.0482386	0.166175	0.0671755	cerebral-cortex	glial-cells	Low	Enhanced
ELF1	1997	13.7067	12.5922	13.6741	11.928	NA	NA	NA	NA
ELF2	1998	12.8027	10.4616	10.0467	10.7158	cerebral-cortex	glial-cells	Medium	Enhanced
ELF3	1999	0	0.0140557	0.24204	0.15902	NA	NA	NA	NA
ELF4	2000	8.73443	8.88718	10.3816	8.72952	NA	NA	NA	NA
ELFN1	392617	5.70582	5.96848	10.6433	9.00911	NA	NA	NA	NA
ELFN2	114794	0.267572	0.267102	0.856487	0.640314	NA	NA	NA	NA
ELK1	2002	20.7863	23.7408	19.6744	18.2735	NA	NA	NA	NA
ELK3	2004	29.4435	34.0771	30.4202	30.1439	NA	NA	NA	NA
ELK4	2005	3.26185	3.56619	3.89652	4.87216	NA	NA	NA	NA
ELL	8178	4.68197	3.93047	5.03247	4.30598	NA	NA	NA	NA
ELL2	22936	38.386	33.9588	24.3576	20.5443	NA	NA	NA	NA
ELL2P1	646270	0.703179	0.454242	0.414291	0.491131	NA	NA	NA	NA
ELL3	80237	2.01094	2.25093	2.39632	2.23774	NA	NA	NA	NA
ELMO2	63916	38.0667	25.5373	34.3269	30.9371	NA	NA	NA	NA
ELMO3	79767	0.251247	0.356147	0.554075	0.338159	cerebral-cortex	glial-cells	Low	Approved
ELMOD2	255520	35.4601	32.8682	26.9515	36.7305	NA	NA	NA	NA
ELMOD3	84173	11.1499	12.38	10.3035	10.5776	NA	NA	NA	NA
ELMSAN1	91748	5.45987	6.41568	4.90849	6.0634	cerebral-cortex	glial-cells	Medium	Approved
ELN	2006	5.68457	5.39241	0.0297165	0	NA	NA	NA	NA
ELOF1	84337	46.8396	46.5615	49.1342	43.5814	NA	NA	NA	NA
ELOVL1	64834	134.831	127.26	151.194	139.533	NA	NA	NA	NA
ELOVL2	54898	0.170056	0.0532197	0.137108	0.132352	NA	NA	NA	NA
ELOVL3	83401	0.0262761	0.0575649	0	0.0572583	NA	NA	NA	NA
ELOVL4	6785	3.00802	2.25185	2.15912	1.98065	NA	NA	NA	NA
ELOVL5	60481	38.507	36.0106	37.4264	37.0375	NA	NA	NA	NA
ELOVL6	79071	8.72268	10.9802	11.5335	8.09177	NA	NA	NA	NA
ELOVL7	79993	0.0169471	0.0278495	0.0701918	0.127161	NA	NA	NA	NA
ELP2	55250	52.7269	38.6109	52.168	46.9233	cerebral-cortex	glial-cells	Low	Approved
ELP3	55140	18.5699	19.2929	17.3857	16.2433	NA	NA	NA	NA
ELP4	26610	6.93142	5.81425	6.43764	5.224	NA	NA	NA	NA
ELP5	23587	24.0751	23.9596	28.9346	24.7201	NA	NA	NA	NA
ELP6	54859	31.8358	33.2924	32.1347	29.9228	NA	NA	NA	NA
EMB	133418	1.73633	1.91822	6.73676	7.34347	NA	NA	NA	NA
EMC1	23065	119.426	130.734	118.595	105.132	cerebral-cortex	glial-cells	Medium	Approved
EMC10	284361	72.948	88.3498	112.251	121.738	NA	NA	NA	NA
EMC2	9694	33.5463	25.0671	15.6493	26.5742	cerebral-cortex	glial-cells	Low	Approved
EMC3	55831	82.2928	76.3134	84.6209	81.2674	cerebral-cortex	glial-cells	Medium	Approved
EMC3-AS1	442075	0.72064	0.890061	0.46506	0.401387	NA	NA	NA	NA
EMC4	51234	84.0787	77.4308	109.86	99.2499	NA	NA	NA	NA
EMC6	83460	60.208	59.27	68.01	54.6587	NA	NA	NA	NA
EMC7	56851	123.508	107.014	125.228	117.744	NA	NA	NA	NA
EMC8	10328	37.6129	37.1648	40.7497	38.4718	NA	NA	NA	NA
EMC9	51016	7.62622	9.43015	8.39937	6.92878	NA	NA	NA	NA
EMCN	51705	0.6547	1.0905	0.294097	0.611961	NA	NA	NA	NA
EME1	146956	1.03559	1.3403	1.81303	1.01288	cerebral-cortex	glial-cells	High	Supported
EME2	197342	3.66299	6.60017	4.5398	5.31618	NA	NA	NA	NA
EMID1	129080	0.121401	0.0664157	0.169675	0.22851	NA	NA	NA	NA
EMILIN1	11117	45.5039	52.0328	37.7224	30.7616	NA	NA	NA	NA
EMILIN2	84034	12.2792	13.2255	5.56299	5.966	NA	NA	NA	NA
EML1	2009	74.1913	59.823	38.5355	35.0907	NA	NA	NA	NA
EML2	24139	24.9197	47.9886	45.7341	52.1068	cerebral-cortex	glial-cells	Low	Approved
EML3	256364	14.759	16.1941	19.5737	20.721	NA	NA	NA	NA
EML4	27436	13.0453	11.1029	11.2694	13.1712	cerebral-cortex	glial-cells	Low	Enhanced
EML5	161436	0.75214	0.572076	0.397416	0.738817	NA	NA	NA	NA
EML6	400954	0.15939	0.529213	0.33716	0.930259	NA	NA	NA	NA
EMP1	2012	71.8664	65.5443	32.4345	26.4844	NA	NA	NA	NA
EMP2	2013	1.62119	1.94748	1.37238	0.707845	cerebral-cortex	glial-cells	Medium	Approved
EMP3	2014	738.464	781.406	867.188	722.704	NA	NA	NA	NA
EN1	2019	0.803947	0.880604	4.26806	3.7147	NA	NA	NA	NA
ENAH	55740	407.609	364.539	299.886	364.941	cerebral-cortex	glial-cells	Medium	Enhanced
ENC1	8507	121.842	128.929	198.102	173.279	NA	NA	NA	NA
ENDOD1	23052	10.6485	10.8906	14.6763	13.2228	cerebral-cortex	glial-cells	High	Enhanced
ENDOG	2021	5.35692	7.23516	5.52663	4.36557	cerebral-cortex	glial-cells	Medium	Approved
ENDOV	284131	15.9086	14.6069	19.7393	14.4294	NA	NA	NA	NA
ENG	2022	47.6282	49.3023	40.8551	32.4727	NA	NA	NA	NA
ENGASE	64772	4.30471	6.09373	3.8539	4.06613	NA	NA	NA	NA
ENHO	375704	0	0.267588	0.084403	0.147578	NA	NA	NA	NA
ENKD1	84080	3.54763	2.03597	2.36599	4.56009	NA	NA	NA	NA
ENKUR	219670	0.269865	0.197358	0.0425902	0.133412	NA	NA	NA	NA
ENO1	2023	1127.69	1013.33	803.82	662.862	cerebral-cortex	glial-cells	Medium	Supported
ENO1-AS1	100505975	0	0.132165	0	0.175623	NA	NA	NA	NA
ENO1-IT1	106480431	0	0	0.205428	0	NA	NA	NA	NA
ENO1P1	2025	7.47788	8.27853	5.94383	4.72126	NA	NA	NA	NA
ENO1P4	100885799	2.34958	2.33532	1.16877	0.476752	NA	NA	NA	NA
ENO3	2027	6.07484	7.95473	10.1373	6.96575	NA	NA	NA	NA
ENO4	387712	0.610374	0.41525	0.219031	0.179684	NA	NA	NA	NA
ENOPH1	58478	17.0832	16.8345	18.5415	19.6989	NA	NA	NA	NA
ENOSF1	55556	8.35736	7.29754	4.83202	5.27475	NA	NA	NA	NA
ENOX1	55068	2.05342	2.16645	2.09281	2.24032	NA	NA	NA	NA
ENOX2	10495	4.34021	3.46524	3.34451	3.76557	NA	NA	NA	NA
ENPEP	2028	1.07056	1.1022	0.155105	0.754496	NA	NA	NA	NA
ENPP1	5167	2.90633	2.63344	1.13836	1.08327	NA	NA	NA	NA
ENPP2	5168	6.9386	4.66293	1.30095	2.10461	NA	NA	NA	NA
ENPP4	22875	0.435188	0.499375	0.116957	0.20322	cerebral-cortex	glial-cells	Medium	Approved
ENPP7P4	100421816	0.416877	0.494703	0.210054	0.18925	NA	NA	NA	NA
ENSA	2029	58.7285	63.0766	57.667	54.8297	NA	NA	NA	NA
ENSAP2	319114	12.9821	14.4486	13.9767	14.5807	NA	NA	NA	NA
ENTPD1	953	3.58318	3.25933	1.4539	2.9674	NA	NA	NA	NA
ENTPD1-AS1	728558	4.7772	2.65047	3.37057	4.16412	NA	NA	NA	NA
ENTPD3-AS1	285266	1.91947	2.30201	1.58381	2.00774	NA	NA	NA	NA
ENTPD4	9583	59.1598	54.0298	52.062	55.9192	NA	NA	NA	NA
ENTPD5	957	7.36187	6.50335	6.87821	7.38602	cerebral-cortex	glial-cells	Low	Enhanced
ENTPD6	955	18.8906	25.489	40.3144	30.0843	cerebral-cortex	glial-cells	Low	Approved
ENTPD7	57089	13.2726	12.9093	13.1479	14.0805	NA	NA	NA	NA
ENY2	56943	116.979	103.097	88.1092	95.6282	cerebral-cortex	glial-cells	Medium	Approved
EOGT	285203	26.7538	27.5129	18.3807	22.0562	cerebral-cortex	glial-cells	Low	Approved
EP300	2033	6.69546	7.60279	10.2406	10.4396	cerebral-cortex	glial-cells	Low	Supported
EP400	57634	3.68119	4.08235	4.95538	4.64273	cerebral-cortex	glial-cells	Medium	Supported
EPAS1	2034	21.2987	24.6622	21.1448	18.2787	NA	NA	NA	NA
EPB41	2035	7.13528	8.72498	5.74423	9.06012	NA	NA	NA	NA
EPB41L1	2036	25.131	27.5553	29.1801	24.5377	cerebral-cortex	glial-cells	Low	Enhanced
EPB41L2	2037	67.6509	52.0546	55.64	53.8431	cerebral-cortex	glial-cells	Low	Supported
EPB41L3	23136	56.547	42.3844	38.7451	42.3855	cerebral-cortex	glial-cells	Low	Enhanced
EPB41L4A-AS1	114915	35.875	38.6472	34.6715	36.8835	NA	NA	NA	NA
EPB41L4B	54566	0.387781	0.526966	0.567589	0.612189	NA	NA	NA	NA
EPB41L5	57669	2.55341	2.12628	2.00586	2.96425	NA	NA	NA	NA
EPC1	80314	19.9881	14.9121	14.804	13.4725	NA	NA	NA	NA
EPC2	26122	7.27355	6.17176	6.22996	7.87924	NA	NA	NA	NA
EPCAM	4072	0.278702	0.610269	0.26971	0.364535	NA	NA	NA	NA
EPDR1	54749	8.35558	6.64985	15.8286	15.8266	cerebral-cortex	glial-cells	High	Approved
EPG5	57724	11.9286	12.8723	10.1637	8.86108	NA	NA	NA	NA
