	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_R.Veh.R1	Ctrl_Fam.Veh.R1	Ctrl_NIH1.Veh.R1	BD_NR.Li.R1	BD_R.Li.R1	Ctrl_Fam.Li.R1	Ctrl_NIH1.Li.R1	BD_NR.Val.R1	BD_R.Val.R1	Ctrl_Fam.Val.R1	Ctrl_NIH1.Val.R1	BD_NR.Veh.R2	BD_R.Veh.R2	Ctrl_Fam.Veh.R2	Ctrl_NIH1.Veh.R2	BD_NR.Li.R2	BD_R.Li.R2	Ctrl_NIH1.Li.R2	BD_NR.Val.R2	BD_R.Val.R2	Ctrl_Fam.Val.R2	Ctrl_NIH1.Val.R2	Ctrl_Fam.Li.R2
KDM4A	KDM4A	9682	16.7188	32.1923	29.203	36.8813	22.2086	32.5938	29.0595	32.234	21.5694	25.5249	23.1597	31.2592	28.7161	30.4706	30.4801	27.9138	24.5587	31.7723	31.9865	23.0359	22.1771	30.4829	21.8176	28.843
KDM4A-AS1	KDM4A-AS1	100132774	2.83569	3.53205	2.43945	1.38714	2.11597	2.7778	2.85137	3.38355	2.55621	1.44659	3.07181	2.63685	2.51061	3.34727	3.59196	1.86518	2.15938	2.07388	3.26303	0.834153	2.23191	1.72285	1.57573	2.45999
KDM4B	KDM4B	23030	11.8712	16.7073	12.061	15.0924	13.321	14.9597	12.0155	14.7613	10.0052	15.7975	8.76497	13.6587	11.039	13.9565	14.0765	11.3712	18.0785	12.9267	12.6326	8.42309	10.1524	13.4764	12.3084	13.9456
KDM4C	KDM4C	23081	4.6354	4.0817	5.35315	3.89125	8.29901	4.1334	6.65699	5.13609	7.04012	5.72509	9.25216	8.03665	5.00138	4.42426	6.14605	5.89342	7.25443	4.53728	5.77449	7.88269	7.26499	7.67489	7.1077	4.91365
KDM5A	KDM5A	5927	10.6275	13.6475	9.13379	12.9156	16.8243	12.7008	8.68676	11.9175	13.3931	9.69379	7.60184	10.7285	13.0713	11.0909	7.32819	10.0762	13.4935	10.0022	9.08398	12.0638	7.52826	10.9041	8.83209	7.25106
KDM5B	KDM5B	10765	24.8954	61.3159	33.4633	42.3816	35.9431	55.2883	35.0674	43.9143	32.81	54.0161	31.7778	45.5876	36.1834	46.3758	27.6316	36.5129	53.1591	49.1501	41.2265	39.9068	38.1905	36.7209	33.4494	27.0122
KDM5D	KDM5D	8284	13.7388	18.9487	0.0101771	21.4767	23.8676	16.3423	0	20.2882	14.9379	14.3506	0	16.7617	19.4808	18.0232	0	18.7865	19.6017	16.5367	22.143	16.622	11.102	0.0441732	17.826	0.0106831
KDM6A	KDM6A	7403	9.75232	10.9715	10.7286	11.8553	12.3375	10.5168	9.64002	12.2572	11.1494	10.5102	8.44191	11.5664	9.51765	9.31891	8.267	10.9082	11.4929	10.2834	9.3806	9.76308	9.30836	10.0168	8.99168	7.66809
KDM6B	KDM6B	23135	10.4315	15.5703	9.12905	12.8856	16.8951	16.2279	11.0806	12.4082	12.4408	13.0981	4.90109	11.3413	11.5186	12.6827	8.88949	9.00018	18.2958	12.4133	10.9396	8.8196	8.19421	6.77074	7.40999	8.90017
KDM7A	KDM7A	80853	1.73619	4.71681	2.13136	3.02981	2.58239	4.6508	2.09186	3.5685	1.80797	5.24922	1.85497	3.49887	2.02067	4.69069	1.18049	2.33372	3.59994	4.77208	2.49572	2.20468	3.46052	1.96887	2.142	1.18126
KDM8	KDM8	79831	3.78936	4.49384	2.10644	4.01982	2.54694	4.23851	2.16357	4.55158	3.3248	3.21947	2.35694	3.04655	4.4405	3.54047	3.86685	3.74493	3.00729	3.4735	2.25389	2.9157	3.83091	1.87424	2.41958	3.03265
KDR	KDR	3791	0.166899	3.53489	23.4069	5.13302	0.161235	7.38214	30.4091	1.94222	0.319391	1.58108	20.2227	1.85086	0.750562	4.57867	26.8727	5.18334	1.3994	4.59288	6.78327	0.759642	4.24799	28.4693	2.54414	22.601
KDSR	KDSR	2531	10.3382	11.294	21.3527	9.53578	9.15584	12.4085	22.605	10.4978	10.3116	8.36449	16.7306	11.5238	13.1312	11.1816	14.6572	10.2962	9.77017	9.76235	9.91548	11.1248	10.368	18.9729	9.08603	12.6871
KEAP1	KEAP1	9817	47.371	28.2782	32.4906	26.2633	25.0117	28.549	31.3038	21.3304	22.7376	24.1596	23.0458	20.0623	44.6104	39.2547	32.1969	36.859	26.1761	30.9603	27.5477	25.7401	30.1739	20.2751	21.4968	34.8402
KHDC1	KHDC1	80759	2.54724	0.860717	1.4167	1.04446	1.55823	0.404632	0.975938	1.24929	2.28333	0.444652	1.44688	1.788	2.17149	0.654061	1.73304	0.888855	3.48532	0.622208	1.22091	3.30347	1.0979	1.41481	2.00349	1.72401
KHDC1L	KHDC1L	100129128	0.122578	0.110986	0	0.121552	0	0	0	0.104585	0.331463	0	0	0.268445	0.324333	0.123417	0	0.276703	0.219442	0	0.122353	0.147482	0.188979	0.117327	0.36815	0
KHDRBS1	KHDRBS1	10657	174.374	189.564	92.0035	157.211	162.841	185.977	98.57	163.046	157.331	171.448	93.1069	140.827	135.684	147.562	95.5579	127.395	153.893	163.958	137.219	135.336	141.656	90.8685	150.77	99.3518
KHDRBS2	KHDRBS2	202559	0.335398	13.4617	0.193019	8.99203	0.285383	12.0823	0.12013	12.4209	0.517891	14.162	0.657276	14.6678	0.665115	7.26308	0.022852	7.67022	1.17132	9.59629	6.14312	0.549237	7.07905	0.866608	16.8875	0.0678226
KHDRBS3	KHDRBS3	10656	13.2559	20.4001	72.4716	17.7215	9.78841	27.4196	86.4132	22.9266	14.1548	21.49	66.7768	24.1352	26.0529	40.1941	73.5857	24.3373	19.082	33.4342	19.5276	22.3115	23.9568	83.158	22.9365	77.0638
KHK	KHK	3795	2.50857	2.34727	2.50442	2.62802	2.31158	2.82212	2.07501	2.1231	3.77371	3.39916	3.48218	2.74696	3.7495	3.19495	3.26541	3.48568	3.50935	2.17449	3.51215	2.51741	3.30205	2.30135	4.26892	3.07706
KHNYN	KHNYN	23351	17.3661	22.091	17.5827	24.3773	31.5241	18.1505	16.2433	23.0768	24.2115	17.5369	13.3414	21.1571	27.9045	19.4984	22.9487	20.8202	30.9199	19.9363	22.4591	27.4195	14.6224	18.3136	20.1779	23.4296
KHSRP	KHSRP	8570	100.82	225.658	113.858	175.341	162.304	221.319	112.079	153.714	163.949	193.646	101.011	144.588	140.858	165.482	135.493	107.632	155.329	160.913	129.715	149.374	137.833	130.857	147.571	136.238
KIAA0040	KIAA0040	9674	0.450167	0.0111903	4.95168	0.277327	0.550274	0.0110395	8.52754	0.563919	0.985842	0.0799424	4.22946	0.170596	0.210761	0.0421867	0.537525	0.802136	0.153101	0.0302942	1.69211	0.321724	0.0955389	0.937586	0.227794	0.540074
KIAA0100	KIAA0100	9703	21.5082	44.1471	29.5988	50.0408	40.5825	50.5652	26.931	42.2202	31.4794	35.8058	31.4412	39.2395	29.6298	32.8605	46.8736	30.9299	29.7002	33.1513	32.6653	29.9694	23.1975	36.8423	35.691	51.847
KIAA0232	KIAA0232	9778	9.1565	21.4137	14.0502	18.2294	14.3707	22.8419	12.3969	17.6868	14.0023	20.1207	12.5723	19.6698	12.9835	16.6324	12.9086	13.9174	12.654	17.6168	14.3286	13.6809	12.4029	16.0435	15.3657	12.6739
KIAA0319	KIAA0319	9856	0.0172236	0.568415	0.149925	0.212412	0.0188434	0.333345	0.153466	0.379357	0.0956581	0.362988	0.130077	0.12832	0.0873495	0.374074	0.113601	0.202023	0.106537	0.301974	0.249667	0.0744358	0.20448	0.271223	0.255862	0.17966
KIAA0319L	KIAA0319L	79932	18.426	24.3544	24.5876	39.0433	29.3537	24.1037	21.819	38.9826	23.4978	20.5864	31.3512	38.9129	21.1209	22.8468	37.3589	30.613	23.6316	23.3407	33.5001	20.9399	18.8369	37.2812	35.6156	37.1688
KIAA0355	KIAA0355	9710	4.72595	6.52161	6.31494	6.08031	6.28828	6.10217	6.04927	7.12997	5.3685	5.48479	4.79644	6.09731	6.27497	6.13924	6.10822	6.28015	7.08951	5.52095	5.97937	4.86984	4.29104	5.0509	6.19871	5.20993
KIAA0408	KIAA0408	9729	1.40491	24.4561	22.5369	22.656	2.06066	26.1148	21.1809	24.9247	1.46192	31.8222	22.4509	32.3961	2.75262	14.8433	26.4661	18.5885	4.58423	18.9501	22.2811	7.101	21.3005	31.7784	28.4747	25.9161
KIAA0513	KIAA0513	9764	2.83805	6.81894	3.8878	7.9601	3.85491	5.76821	3.99122	6.23048	4.93567	7.45435	6.16187	12.5088	5.12925	6.29631	5.7011	5.84596	3.97498	6.34399	6.91393	6.62931	6.91205	8.53178	8.15497	5.15997
KIAA0556	KIAA0556	23247	4.84258	8.35513	6.46715	5.95443	7.64016	7.69162	4.8612	7.54036	5.51226	6.97167	4.76294	5.88002	6.20227	5.41909	10.9816	5.78216	6.44546	5.55486	6.47484	6.04699	5.30168	8.01444	5.99254	9.12915
KIAA0586	KIAA0586	9786	12.9055	19.7032	12.8507	9.00886	13.4967	18.5623	13.1207	11.6382	15.773	18.5157	11.3732	13.0193	13.5807	13.8355	8.16423	10.5321	14.4716	15.7226	10.8782	11.6915	12.3659	9.53854	9.58395	8.16053
KIAA0753	KIAA0753	9851	7.75436	18.4628	12.4622	15.2143	11.4803	16.8342	11.3157	12.3374	9.95285	14.9885	9.07213	12.2428	10.9253	14.658	12.1352	10.7622	12.4103	14.194	10.9512	9.07463	8.56479	12.5088	11.0528	12.485
KIAA0754	KIAA0754	643314	1.29551	4.94509	8.97788	12.0755	6.12113	6.05715	7.47529	7.52184	6.69031	4.3855	4.49743	6.91525	2.63801	1.98222	11.2703	3.38018	3.4914	2.68869	4.61908	3.21161	0.989575	15.5521	6.49544	13.1431
KIAA0825	KIAA0825	285600	0.982886	0.988904	0.694534	0.768219	1.31691	1.21542	0.689974	0.66435	1.35943	1.31636	1.22007	1.31426	1.14166	1.30354	0.519542	0.79435	1.19552	1.13275	0.70389	1.56507	1.5472	0.637254	1.55995	0.483453
KIAA0895	KIAA0895	23366	2.02974	10.3661	5.07413	2.69257	3.54658	9.56712	4.32133	3.59061	7.08153	12.9334	6.5563	5.1079	3.66139	6.79603	5.90657	4.37286	4.99006	8.33626	3.83733	9.21473	8.88205	6.13027	4.6684	4.72736
KIAA0895L	KIAA0895L	653319	24.8515	42.7843	20.3436	51.7686	36.2629	42.7732	17.2513	41.9181	28.9128	39.807	27.1799	47.537	24.7693	42.361	38.4414	41.1239	30.8945	35.8531	38.7535	28.4947	24.651	28.7558	45.8675	39.1944
KIAA0930	KIAA0930	23313	11.1461	15.3169	15.7042	10.0971	9.98297	13.6545	14.9667	8.36094	14.5662	22.8023	17.7596	16.1861	16.4088	16.0898	12.9035	9.91948	12.6729	14.3447	9.99323	18.4684	22.2167	17.6664	13.6144	13.348
KIAA1107	KIAA1107	23285	0.507184	1.35915	1.00955	1.50155	0.959652	1.24138	0.845028	1.46813	0.984127	2.11819	1.59254	2.17043	0.653004	1.05068	1.23972	1.52565	1.16071	1.0454	1.67779	0.731798	1.28967	1.79043	1.92927	1.19644
KIAA1109	KIAA1109	84162	13.9866	25.58	17.5749	22.8418	30.7618	22.8968	14.5889	25.6924	22.2303	21.6718	17.277	25.3911	16.2374	18.3776	18.8581	17.985	22.3008	21.3642	19.4225	19.2822	16.4761	25.5697	23.8604	19.2165
KIAA1143	KIAA1143	57456	11.5346	13.7814	11.4784	14.8207	12.5049	13.9423	10.3295	14.3384	14.7948	13.1592	10.3082	15.3137	13.6404	12.6175	12.1015	11.2935	13.0431	12.0472	13.342	12.9547	12.041	16.2487	15.796	11.7955
KIAA1191	KIAA1191	57179	53.3716	65.8028	68.4041	61.2279	48.5415	66.7775	63.7957	57.6121	50.3762	64.29	73.7118	69.4913	44.8362	66.4173	69.2582	67.8777	51.5691	65.1902	63.9343	50.8397	64.3277	70.3178	66.1473	67.6374
KIAA1211L	KIAA1211L	343990	0.252358	0.257424	2.8622	0.526852	0.261862	0.238643	2.96438	0.54631	0.075442	0.328586	1.90777	0.502245	0.278892	1.32763	1.29803	0.471026	0.154113	0.457542	0.480693	0.243764	0.36979	1.15277	0.293764	0.913997
KIAA1217	KIAA1217	56243	4.15156	1.72247	2.48972	4.72995	7.2174	1.73364	3.38686	4.85855	4.66318	2.20568	2.59085	3.69332	3.91852	1.52163	2.17725	2.45342	5.2277	1.56766	2.19868	4.14809	2.06737	1.24376	5.95937	2.57055
KIAA1257	KIAA1257	57501	0.102684	3.50857	1.48599	3.05839	0.0893347	3.09475	0.742677	4.85492	0.274185	3.44649	1.21869	2.83088	0.574709	2.87435	3.82356	3.19206	0.704466	4.0248	4.50423	0.428893	2.94326	1.39237	2.71829	4.74672
KIAA1324	KIAA1324	57535	0.113267	0.884587	0.543185	0.174887	0.096961	0.566236	0.606016	0.3801	0.216315	0.807615	0.60204	0.547947	0.505278	0.424376	0.630774	0.515433	0.499573	0.301386	0.336622	0.357464	0.527119	0.231531	0.152483	0.516892
KIAA1324L	KIAA1324L	222223	5.81458	16.7716	9.21455	14.8266	7.10255	13.624	9.71248	15.0838	9.28741	19.0251	15.9197	21.4007	6.07399	10.1455	10.5485	11.1068	12.9885	13.9201	12.667	8.33081	11.3622	12.5905	15.1325	9.2152
KIAA1328	KIAA1328	57536	2.33302	5.20252	3.78716	4.31813	5.0891	3.71571	3.14979	4.97516	4.09421	5.12511	3.35735	6.60076	3.21393	3.36476	3.55477	3.76261	4.29442	3.72815	4.1463	4.16079	4.07807	4.56423	5.82842	2.92809
KIAA1522	KIAA1522	57648	4.40496	11.8379	2.0758	2.11324	6.60916	8.89665	2.23633	2.15295	7.25819	13.129	2.4929	4.1468	7.07125	5.81783	2.0931	2.07867	7.43719	6.59152	1.89712	8.7065	7.83328	2.21224	6.08578	1.87856
KIAA1549	KIAA1549	57670	6.40754	10.8915	5.14645	9.37402	13.9428	11.5012	4.17205	8.08255	9.42177	9.31003	4.82486	8.53911	9.48513	8.92756	5.76537	6.36888	9.10237	8.35642	6.9195	8.62768	4.94412	5.69057	8.06894	5.88869
KIAA1549L	KIAA1549L	25758	0.237146	5.5938	9.73627	2.83051	0.48037	4.94635	9.72968	3.19514	0.383871	3.86155	9.71221	3.27679	1.08353	2.39807	17.0554	3.07219	1.19215	2.72436	3.45849	1.27032	2.74447	16.3956	2.6973	17.3165
KIAA1586	KIAA1586	57691	10.4308	17.3095	8.84224	11.1171	14.7	18.2476	8.2835	11.5141	12.1253	15.8105	9.68586	11.1861	9.73533	10.0303	8.63159	8.47454	10.2908	13.1312	8.5622	10.9672	10.7305	12.3796	10.7171	10.2505
KIAA1614	KIAA1614	57710	1.9104	0.784536	1.8111	1.76858	3.02804	0.666232	1.63861	1.94777	2.72304	0.553262	0.651379	1.44543	2.29267	0.486282	2.07347	1.00762	1.95417	0.691714	2.11665	1.54465	0.389906	1.46415	2.66114	1.15881
KIAA1671	KIAA1671	85379	13.717	3.60853	4.60471	3.10028	22.0404	3.83189	4.98683	3.25356	12.3104	3.88635	5.46784	3.28462	5.47958	2.92038	3.5667	3.59654	5.23035	2.75402	3.7839	8.90728	4.26798	4.40642	3.76266	3.85438
KIAA1755	KIAA1755	85449	0.463937	0.597529	2.13147	1.01426	0.281087	0.746468	1.5517	0.549598	0.384462	2.89345	2.96164	0.95249	2.77126	10.0993	0.561656	0.666178	2.74582	9.11441	0.609797	3.1968	19.9322	0.687648	0.706654	0.548347
KIAA1841	KIAA1841	84542	17.988	31.7399	21.769	36.1461	15.4366	35.9689	18.0931	31.5432	19.8192	25.1758	19.1151	28.1205	24.6066	32.7418	22.0571	34.7369	27.5876	29.1658	33.0988	22.7183	24.8577	19.4083	36.2853	21.2044
KIAA1958	KIAA1958	158405	2.23272	16.7717	7.79549	10.4397	5.07704	13.711	5.88665	12.1809	5.00402	13.4683	4.14145	9.01387	4.45965	6.85889	6.06385	5.97997	6.70219	7.77251	6.29204	4.13194	4.43366	10.2151	8.43004	5.65397
KIAA2013	KIAA2013	90231	23.249	11.4617	16.4011	14.5373	17.0843	11.2184	17.7744	12.1656	17.5514	12.807	15.6527	14.3516	19.5655	13.7366	17.8944	14.8448	21.0882	12.4003	17.0236	19.7687	16.0068	15.0217	13.4367	17.0578
KIAA2026	KIAA2026	158358	9.64003	11.5607	11.5441	14.8688	11.9882	9.85999	8.3104	14.9571	8.573	10.8959	6.60257	14.6878	8.20212	9.76186	10.0678	10.0784	8.75643	10.4907	11.2321	8.00576	6.53164	12.8242	10.9541	8.26278
KIDINS220	KIDINS220	57498	15.8488	40.2155	37.3787	44.648	31.1467	37.6208	30.502	47.6732	26.7075	48.0609	34.6324	59.2633	21.7841	31.4222	41.3324	33.7446	29.4915	35.6374	34.8894	25.0897	26.8567	63.6155	43.9868	36.0129
KIF11	KIF11	3832	31.3005	43.5486	27.5199	40.7357	38.9698	43.913	24.3639	54.1616	51.7228	43.167	18.3215	36.2039	35.3794	30.5237	23.3311	27.2232	46.2355	35.8232	30.7132	37.6127	31.4261	25.4589	46.3522	22.5564
KIF12	KIF12	113220	0.0913874	0	0.230466	0.403468	0.142367	0.0525571	0.090331	0.137059	0.0973427	0.0439359	0.152697	0.413149	0.0238074	0.100491	0.165003	0.201803	0.159376	0.0482465	0.0247309	0.147706	0.113773	0.110768	0.294538	0.343809
KIF13A	KIF13A	63971	14.1615	15.6836	12.3875	11.82	16.6476	15.5239	12.806	12.9403	11.0068	10.8571	10.2038	9.38477	11.3378	10.9936	10.801	11.0498	12.7573	13.6939	10.3716	10.127	10.0537	11.2908	10.4379	11.2967
KIF13B	KIF13B	23303	2.1113	2.61271	3.09123	2.59976	3.05781	2.34011	3.3823	2.05233	5.79085	3.2382	4.4196	3.58886	3.21242	2.20061	6.03726	2.23367	3.29753	2.20939	2.34462	5.24643	2.53542	6.47053	3.81522	6.3864
KIF14	KIF14	9928	6.59211	11.8925	8.41113	9.94187	10.9194	12.5027	7.55265	13.8946	12.2201	10.2987	4.89073	7.54292	8.14252	7.59382	5.71213	6.7968	11.5711	9.14008	8.31532	9.24669	7.25483	5.18932	10.7107	5.58382
KIF15	KIF15	56992	28.627	29.3227	12.1936	21.5496	21.5743	29.7476	11.8908	23.3651	25.4034	27.4673	12.9674	16.3174	20.4809	23.1705	16.9085	15.2351	24.0081	26.3655	15.1827	16.9324	18.1386	13.7209	19.1132	16.5936
KIF16B	KIF16B	55614	4.1448	2.45972	0.774028	3.64349	6.14366	2.61166	0.896551	4.03059	7.87744	3.02544	2.19345	8.23748	3.19416	2.48519	1.10858	2.59771	4.40754	2.41473	3.177	5.35572	2.8999	1.95075	6.99416	1.28498
KIF17	KIF17	57576	1.02804	1.14427	0.675093	0.257299	1.12392	0.817218	1.04488	0.488002	2.88424	1.38645	0.576517	0.425886	0.790746	1.00435	1.02307	0.484784	1.7432	0.533915	0.837404	0.872233	0.680811	0.877561	0.373838	0.700035
KIF18A	KIF18A	81930	12.3025	16.1162	10.7783	11.447	12.6621	14.1079	11.2892	15.5053	14.3884	15.7719	7.75257	9.52462	13.4077	9.46785	7.24977	7.63402	16.4885	11.0875	9.32302	14.081	10.6065	7.69246	12.0448	7.68703
KIF18B	KIF18B	146909	13.9438	25.9567	18.7114	19.8489	19.2007	24.076	17.8763	20.6563	21.8855	19.2774	15.4202	12.6272	20.132	16.8563	20.4855	12.9187	19.9046	16.732	14.9827	16.1276	13.7292	13.2198	20.4975	22.5429
KIF19	KIF19	124602	0.985002	0.490464	0.117223	0.134058	0.976177	0.39946	0.0782063	0.0942227	1.20021	1.82523	0.0736363	0.744211	0.259042	0.510471	0.295749	0.196786	0.286665	0.487388	0.14107	0.262449	0.470973	0.14982	0.328624	0.207827
KIF1A	KIF1A	547	9.84536	26.8951	41.3524	55.6696	14.2597	27.2998	37.1075	48.9488	10.3649	39.6184	47.8376	67.647	5.4517	24.3625	49.6839	45.2063	5.99504	19.3844	47.9385	6.36608	24.7247	68.2467	70.2563	50.3049
KIF1B	KIF1B	23095	41.6556	91.6322	59.4718	80.4634	83.9073	89.0174	52.7276	79.469	35.4765	86.4613	37.4988	62.3798	36.3723	58.0034	59.2797	54.3523	41.051	61.3493	58.6994	33.4015	35.3985	65.8948	56.3256	61.3548
KIF1C	KIF1C	10749	19.3223	20.0402	19.4847	28.5926	24.8222	22.5848	21.8667	28.1655	29.2818	14.0114	19.2323	20.2761	25.6473	18.9132	28.4232	18.7175	22.2328	18.1321	23.9679	27.3962	18.1017	17.0188	27.957	33.3493
KIF20A	KIF20A	10112	57.9541	45.9316	28.2374	39.7377	59.5872	41.9593	27.9634	51.4339	67.0289	39.2001	16.7891	29.5614	56.2477	33.999	23.6259	28.1216	79.2756	40.012	30.281	51.5135	37.0851	17.8436	42.3781	26.4408
KIF20B	KIF20B	9585	17.8484	14.3903	12.7414	11.8265	16.107	13.5342	12.47	14.9164	19.0537	13.1615	9.30072	10.2628	14.1294	10.3902	9.27532	9.39693	16.7717	11.8371	9.61292	15.7185	11.1564	8.90322	13.5639	9.38244
KIF21A	KIF21A	55605	2.67521	70.1318	45.8578	28.2729	4.1001	57.509	34.9411	37.1638	2.92723	59.5702	34.9171	28.8527	4.31805	30.4567	64.5764	25.1191	8.41537	38.0899	23.1414	5.97084	19.9185	60.7583	27.29	58.878
KIF21B	KIF21B	23046	2.35263	12.5175	0.831021	2.11182	4.81689	11.568	0.820928	2.17484	5.06621	16.4631	1.3837	5.55721	5.15305	6.76163	0.657257	1.11377	4.16837	6.80435	1.20023	6.96737	6.16789	1.17342	4.84444	1.01706
KIF22	KIF22	3835	84.8092	93.6184	39.2533	71.8861	62.2773	79.4384	39.8708	73.8778	82.3433	76.8302	40.0031	55.5874	72.4189	64.6976	55.2213	60.9554	75.0607	66.6492	60.0029	65.3316	62.0028	38.9629	77.4678	61.6172
KIF23	KIF23	9493	27.5019	44.914	26.5493	45.0964	36.0643	47.3011	27.0753	56.9245	39.918	39.2387	22.6239	36.5187	34.8974	31.9804	22.5466	32.5688	44.7335	35.6168	35.5132	35.7901	32.4325	20.3164	53.8036	27.3908
KIF24	KIF24	347240	15.1303	6.52949	2.64159	5.00282	27.4195	5.84619	2.36818	5.43912	8.47118	6.55377	2.4967	4.61319	5.53629	4.21917	3.52382	3.90818	5.84014	4.12716	4.17387	4.29599	3.7926	3.01234	6.00727	3.99315
KIF25	KIF25	3834	0.311741	0.20089	0	0.291005	0.183168	0.159258	0	0	0.229825	0.304588	0	0	0.395737	0	0	0	0.213831	0.189466	0.039644	0.177789	0	0	0.240037	0
KIF26A	KIF26A	26153	4.90739	10.2288	0.126952	3.30079	5.84211	11.37	0.111799	2.79239	6.11778	9.07859	0.276654	2.64139	4.80139	11.2644	0.55243	3.653	4.30546	10.4725	2.77548	4.00235	5.50432	0.274942	2.24972	0.64925
KIF26B	KIF26B	55083	3.36537	0.835666	5.47216	0.967089	5.56975	0.714622	7.31086	0.710297	4.07737	0.786353	5.61041	0.897228	3.39118	1.02299	3.744	0.890266	3.09696	1.16797	0.750561	3.66076	1.26313	3.74659	1.06676	3.35608
KIF27	KIF27	55582	0.813664	2.86739	1.72738	2.031	2.05744	3.30639	0.776423	2.00799	1.68737	2.63649	1.48792	1.86255	1.81494	1.95183	1.40813	1.96701	3.36317	2.52116	1.98873	1.5265	0.947057	1.7202	1.82336	1.98816
KIF2A	KIF2A	3796	21.4265	50.7681	28.7659	42.9995	44.4437	54.0492	28.4597	39.308	38.4324	47.1101	27.4522	42.9694	36.9949	37.6105	23.806	27.3113	37.8288	41.7873	33.6257	41.4736	29.211	33.7649	36.7422	22.7463
KIF2C	KIF2C	11004	41.4704	46.7763	32.2594	37.0685	43.9541	40.7988	33.3434	42.6566	47.7931	41.1396	20.7606	27.9908	44.5885	35.722	26.2583	31.538	56.5641	39.4438	30.0188	36.6757	32.2508	22.7584	39.6064	29.4989
KIF3A	KIF3A	11127	7.56868	18.0957	13.299	12.3076	8.69158	18.5775	12.5675	14.983	10.4975	19.1226	17.0485	15.4842	9.66028	12.0433	11.6327	14.9733	10.0301	15.1999	14.5414	12.9022	13.4457	17.4715	15.259	11.4692
KIF3B	KIF3B	9371	9.10426	16.4444	18.9283	17.9005	10.8751	17.296	16.8698	17.2157	13.0471	17.4416	18.5745	18.8947	13.5542	16.2439	20.6958	14.6506	11.7536	15.7374	16.8941	15.1497	16.9993	25.1024	17.1795	20.3565
KIF3C	KIF3C	3797	5.87895	19.0282	24.5139	16.6942	7.91484	17.1262	28.4632	15.7952	7.92961	22.1967	17.0697	20.6639	11.6896	17.4064	23.5531	13.217	13.8017	17.0881	15.5234	14.9092	16.1767	19.2894	19.2275	25.0903
KIF4A	KIF4A	24137	21.1969	36.53	22.2201	29.3475	21.7721	34.8479	22.7569	34.4268	25.1807	31.9571	15.7633	22.2971	24.4959	24.2213	17.4509	20.1211	27.4899	27.1952	22.5534	22.1572	22.5114	14.6218	29.9787	19.326
KIF4B	KIF4B	285643	0.209092	0.364086	0.216783	0.51601	0.243742	0.583653	0.141784	0.526642	0.305396	0.335108	0.187033	0.229503	0.163161	0.27867	0.241768	0.239716	0.332794	0.31816	0.252967	0.23888	0.194167	0.164971	0.3123	0.204856
KIF5A	KIF5A	3798	0.550466	11.8262	11.8052	8.3934	1.6036	11.1988	13.4792	10.5198	1.31195	19.0789	15.2431	16.1646	1.98531	9.44919	11.1289	8.7869	4.38601	10.2049	9.27586	3.8511	10.8162	15.5648	14.6005	12.3339
KIF5B	KIF5B	3799	80.477	69.3409	84.5999	75.6327	96.6954	81.4482	84.5242	76.9883	83.501	69.4348	63.2395	72.6493	74.6469	65.5198	69.9331	57.9405	77.9146	73.4117	66.3416	83.913	59.5323	79.9857	71.9036	68.3565
KIF5C	KIF5C	3800	2.59511	24.5987	41.9667	24.8243	3.21082	32.0915	36.2083	38.2373	6.51765	49.5625	39.4779	39.058	5.89005	26.4014	62.0462	28.2417	7.946	26.8278	31.2208	14.9396	33.1161	72.6191	41.5906	63.736
KIF6	KIF6	221458	0.792271	0.627866	0.296347	0.382616	0.358539	0.447952	0.630076	0.374127	0.731878	0.592575	0.987613	0.711574	0.324788	0.436024	0.676857	0.840751	0.424404	0.15471	0.658374	1.19354	1.82159	0.590088	0.997905	0.591823
KIF7	KIF7	374654	3.7746	5.63557	3.39629	4.80815	4.56145	4.69013	3.11662	4.14532	3.70874	4.30473	3.49279	4.5908	5.63122	5.34747	4.78477	4.38688	4.79518	5.1556	5.19312	4.50839	4.50154	3.90654	4.04468	5.25452
KIF9	KIF9	64147	6.22368	4.74603	8.59264	7.0471	3.88515	3.79388	10.2568	5.37545	3.39388	6.37788	10.6978	6.17554	5.5469	6.70385	7.8481	12.2178	5.07202	7.21679	10.9103	4.06064	8.00894	6.60633	5.96006	7.36536
KIF9-AS1	KIF9-AS1	285352	2.06589	1.40207	1.69542	1.10488	2.08067	1.33843	1.24368	1.04968	1.8287	1.2837	1.23176	1.29818	2.15544	1.9186	0.704118	1.95816	2.17804	1.778	1.73213	2.02403	1.30848	1.23982	0.983151	0.722907
KIFAP3	KIFAP3	22920	26.4503	12.3187	38.0724	11.668	22.3669	12.7879	44.0348	13.2881	23.1877	18.033	52.7469	21.5942	17.374	17.8131	22.6797	17.5372	19.2376	19.579	16.032	24.823	29.9921	39.5406	21.2042	22.6975
KIFC1	KIFC1	3833	0.23355	0.249511	0.0913223	0.235446	0.169897	0.525622	0.538436	0.432295	0.302262	0.70159	0.16165	0.346522	0.162579	2.36781	0.0194334	0.232493	0.404806	0.191321	0.177889	0.505067	0.254995	0.287289	1.93457	0.192211
KIFC2	KIFC2	90990	10.281	7.88592	20.3769	19.8239	7.9581	7.29405	19.0247	18.1596	11.006	12.7632	20.0686	24.2987	6.51406	11.17	31.4528	20.1101	5.42726	6.24676	17.6782	8.86144	10.591	27.3919	25.5498	33.4084
